REVIEW_TOTALS,REVIEW_SENTIMENT,AGGREGATION_DATE,WOW,DATE_SENTIMENT_ID
75,negative,2019-02-07,11.94,74d25c480b08c9dc16e57e3eb841eb72
84,negative,2019-02-08,18.31,1c06410a0e3e51f66939fdf2c885b3f5
75,negative,2019-02-09,8.7,058d60e0fd2116fe786458629dacdadd
91,negative,2019-02-10,46.77,49b476c233d32cfd5e88b7f8c7b8d0e4
99,negative,2019-02-11,50.0,9cf72f4a26d9438c625dac14e8d79d00
102,negative,2019-02-12,47.83,6187ce69a3b0e0e27df1f56f99813aea
110,negative,2019-02-13,46.67,477dc7f5498df238c0684c848bd7036f
110,negative,2019-02-14,30.95,b4b00928f8d1091bc1c7f37e4dd9262e
115,negative,2019-02-15,53.33,2ffc5162bdda5d9c614940b5227b90c3
126,negative,2019-02-16,38.46,233b35e8c807539b59f27b171305ace1
117,negative,2019-02-17,18.18,9037ffdadddbf4d9f1dec9f9bd9b5046
122,negative,2019-02-18,19.61,3d70de87596890e25df6f85eea188e95
118,negative,2019-02-19,7.27,f7bf4caba27ed5270d64d547355ebb45
107,negative,2019-02-20,-2.73,f22e9daef0dc5538c310523ca5a892b5
111,negative,2019-02-21,-3.48,2d6f82ff81728ddb6ebf14a4c233b882
92,negative,2019-02-22,-26.98,074df49eb62bb4df9421dca448b1b01f
85,negative,2019-02-23,-27.35,d485866a54bf9b966da89e913ea9a8f8
80,negative,2019-02-24,-34.43,092b2f23669890edfc62ba39bc569cac
80,negative,2019-02-25,-32.2,bdac3c38070ee21f3c86544e6e61bd2f
81,negative,2019-02-26,-24.3,29d869cdf87ec4225badecc7f33d2fb4
81,negative,2019-02-27,-27.03,5daa83ed91d4b026a2bcf43c83155776
78,negative,2019-02-28,-15.22,5e3c1a999eb57ae37724dba8ee02e517
80,negative,2019-03-01,-5.88,6fdcee69eb2609337db0d884b29b5329
81,negative,2019-03-02,1.25,4b5a51b16773e83c5c0b6b5afde67cba
83,negative,2019-03-03,3.75,9b0a9b5f6e1d33e0c82d05e85e9ad6be
89,negative,2019-03-04,9.88,5771763deffb3c937cb96c5421640c5d
99,negative,2019-03-05,22.22,f6c4705b759ab7a059a3e2268e112a98
107,negative,2019-03-06,37.18,f4b9389571e1a49d5e489262807f77c2
118,negative,2019-03-07,47.5,53ca4cc914221dca9293693ac224423b
130,negative,2019-03-08,60.49,a2151522c1e7820d14b438d8948fbefa
137,negative,2019-03-09,65.06,88b04d9f9d038441494e99b3a457ee02
161,negative,2019-03-10,80.9,e8c235febeb7ae4c8b7f79a2677c5c3e
150,negative,2019-03-11,51.52,400c0824894b6f4361541f88b896a2d5
143,negative,2019-03-12,33.64,0cbc90f31f426e3d16c531456352df7d
138,negative,2019-03-13,16.95,74f38dbe4ada31afcf03ff689fcbe732
123,negative,2019-03-14,-5.38,74d3aa6b7cf3b207a0f8aecd74c13597
116,negative,2019-03-15,-15.33,20e5e2d502475a57a1fd46d263fffb2b
111,negative,2019-03-16,-31.06,002bd00f8879d4472b11f789a4ace8ef
100,negative,2019-03-17,-33.33,eb94c5da8088b86c4284f2f25f3432ad
109,negative,2019-03-18,-23.78,989bcb120aa3eeab565321097eb9dbec
110,negative,2019-03-19,-20.29,abb57baaab4c43224bd5ab0b638c25bf
107,negative,2019-03-20,-13.01,db2adfba2712007ff2e8b87c5ef8287b
108,negative,2019-03-21,-6.9,d62066c8a99ef7b1140da3d12d7f180a
107,negative,2019-03-22,-3.6,41a0217b4f0e3258aefb95c01c0c802d
107,negative,2019-03-23,7.0,21dcebcc2dfb96b0a69bc20123a1d387
108,negative,2019-03-24,-0.92,906cbf5f9f485585a8d429e70a3ccd45
108,negative,2019-03-25,-1.82,fe9ac779a1b5d2e836297eb9020a5de0
107,negative,2019-03-26,0.0,1db410cfe0ea166dcea920be0b6c692a
104,negative,2019-03-27,-3.7,ce7a213387defe0fbf76a3f446f0a5a4
107,negative,2019-03-28,0.0,90e1de6c68dc97f5cecc6f426da474d2
107,negative,2019-03-29,0.0,53313b1b16632e63e7a93ba5861dbe06
111,negative,2019-03-30,2.78,4c0c4957ffe96ebf8964565315a6733d
112,negative,2019-03-31,3.7,1248b99af54cb9d2de83e09ead1eb37b
102,negative,2019-04-01,-4.67,dd3aaecf5e1ebfe0580433987ec4cb8a
96,negative,2019-04-02,-7.69,2faf24a8cc95c39880ef12d87e327bc4
103,negative,2019-04-03,-3.74,0e6361b9484f2a0d0c9795bb7e8d2e46
109,negative,2019-04-04,1.87,8988d9d939b5728e8572e005b3309a78
105,negative,2019-04-05,-5.41,a02e4a01f303b84159e299e296261c66
105,negative,2019-04-06,-6.25,af4ee2590db1932a405a6a17b1145400
115,negative,2019-04-07,12.75,7bb876778c78b2c15f115ddefc05f4b1
123,negative,2019-04-08,28.13,26f72638142bfe2cc63c29cfdabd95c5
128,negative,2019-04-09,24.27,127a2dc40fc96e6d11b54264e2996c65
133,negative,2019-04-10,22.02,022a2a6a9d8c254680643905681b052f
129,negative,2019-04-11,22.86,a716b9bfd864d9eab323e2a6f977bea3
146,negative,2019-04-12,39.05,38c39ef52367f24d1af2290224702dab
146,negative,2019-04-13,26.96,afb376a629c71c7620c77ed3ab9be23c
121,negative,2019-04-14,-1.63,db846bd9db8068f72b012c8e893b02ec
116,negative,2019-04-15,-9.38,b8aab5057aac338c88f54effe622335e
123,negative,2019-04-16,-7.52,a18e0ff9967935f70ae62a7fc3533fca
120,negative,2019-04-17,-6.98,0ad2edd0de538f747fb6a15899082389
132,negative,2019-04-18,-9.59,2cd55d1b79247968fbd0e626b62345ca
124,negative,2019-04-19,-15.07,33bfa319234d25d90d93d68f55262a6b
121,negative,2019-04-20,0.0,836dd9618682e7ef4acc07faf81a4662
125,negative,2019-04-21,7.76,709aaca876b87783f666698b4121e4e4
145,negative,2019-04-22,17.89,e6d4ce8ecd210a422f6b26cb200802f9
146,negative,2019-04-23,21.67,fbc66269bc1de85bb1c2ec121879f554
140,negative,2019-04-24,6.06,bd137b7eb46991c89bd17ffa338341e1
129,negative,2019-04-25,4.03,d63f7891402a9da18ca5521a09cd86b4
132,negative,2019-04-26,9.09,4a47aa7e3ea90664b1b1050d7cf30a38
141,negative,2019-04-27,12.8,e8a8eab6b406cd771b394904d04a7793
143,negative,2019-04-28,-1.38,105fdea60863028003be492b6970e7c0
128,negative,2019-04-29,-12.33,320fb232af289bb1e1e9f5aa94d38755
118,negative,2019-04-30,-15.71,d2c8e2657c80969563b141d0eb303d5f
122,negative,2019-05-01,-5.43,f968c659eb8f0967b4a9c2ceb0a4400f
116,negative,2019-05-02,-12.12,da4c0d931db8ea145dabff706e00094d
114,negative,2019-05-03,-19.15,88875a1b76850fa4b94caeca07e13018
104,negative,2019-05-04,-27.27,67c640a8521a663345873da7d8aaa7f9
112,negative,2019-05-05,-12.5,79624d447f271570b90be5dd08590c76
111,negative,2019-05-06,-5.93,02908021961847c9da93107e1d1c4048
112,negative,2019-05-07,-8.2,7fad2ab7a2ea5a4e4d02fbbba0ba2a42
119,negative,2019-05-08,2.59,ce6e6a038ec9e5318e0bef2b692630c3
122,negative,2019-05-09,7.02,bf909912b6b7f437785ff1d6b724dee9
118,negative,2019-05-10,13.46,2880e974caea1a37a0d4e6ff64b76c22
113,negative,2019-05-11,0.89,c4959987023362eb3ccbf36629a539b0
115,negative,2019-05-12,3.6,a5b78327c1975bed7fe75ebdabdf45fe
118,negative,2019-05-13,5.36,1d841386bbf3f35838ced587b25ab5a1
117,negative,2019-05-14,-1.68,9539a15829bc2d89e35c906a5ae28e30
106,negative,2019-05-15,-13.11,65f4d54cde87c56a2669cbbce78aef69
107,negative,2019-05-16,-9.32,c0d92a1aefb5cedb4e3de8be8347a402
115,negative,2019-05-17,1.77,83351c32d407d3c6b028935fbf57c254
121,negative,2019-05-18,5.22,84b3dfca5985de75694d8d4a0c00644f
130,negative,2019-05-19,10.17,1fb925d1cf59cffb71cdf37ada8cd211
126,negative,2019-05-20,7.69,6e42c20d7c5308175a4b81652db8c05e
125,negative,2019-05-21,17.92,0e891b40800280da9f47354023440129
130,negative,2019-05-22,21.5,a0796db2944fe5c3cd26b229cf53f14e
132,negative,2019-05-23,14.78,c10ccfe46cd54bb03f61d9e5f69d3d7f
126,negative,2019-05-24,4.13,45c176d9de489049b05f578f106e467d
125,negative,2019-05-25,-3.85,6628e665d995d9e41be58996caaff28e
133,negative,2019-05-26,5.56,05072cd8449740aefd2c16291780c0cf
134,negative,2019-05-27,7.2,38939a55bccb78f84a9b699b4d1c6e36
133,negative,2019-05-28,2.31,ae53d24ba4ee00b73ecf624eff17a514
130,negative,2019-05-29,-1.52,e1fecd74ae564da92343d88a4e7e2ed0
124,negative,2019-05-30,-1.59,51c095d13b0fff9055c3d57d968ab80e
123,negative,2019-05-31,-1.6,6bf636c7cae024b10a35570fd0fc433e
136,negative,2019-06-01,2.26,0a2805384de5649b3d507c43b6800c30
152,negative,2019-06-02,13.43,9e7bd4843386ded46af32c951eddd0fc
156,negative,2019-06-03,17.29,3a296791c4c4facfbf2524796135be1d
161,negative,2019-06-04,23.85,af99e802b5371c76ef64cc2b6b7857ec
171,negative,2019-06-05,37.9,c1699b9fb0a7164d1463e36b20461dd3
182,negative,2019-06-06,47.97,fe198cbdae988c578d021445ccef232a
183,negative,2019-06-07,34.56,4b918b1edc4f912993d5369fa6311c5b
176,negative,2019-06-08,15.79,e2fbaf56f3782b9413f6191038ad5bd1
134,negative,2019-06-09,-14.1,199f131b457afeb9bd34c8eb1836b8b9
156,negative,2019-06-10,-3.11,5ef85c72ecae54e48b518f4afaf13a04
169,negative,2019-06-11,-1.17,b07601a9b7777dd9fc3658bcb9e36305
161,negative,2019-06-12,-11.54,c9897d1765dfad733693cb2bcc982523
155,negative,2019-06-13,-15.3,0c35ec86e19b90b499639b0206c0012c
153,negative,2019-06-14,-13.07,badd5aa455edba52326f817c91f78eda
149,negative,2019-06-15,11.19,152542b5c98a45f229d2c21e3411841c
162,negative,2019-06-16,3.85,d061f8cb191b4b40b8d0ec29b79c6814
142,negative,2019-06-17,-15.98,8a973c7298e29e75afa130ae806c9ef4
132,negative,2019-06-18,-18.01,1f6fcc9405fb3835bf7c473ff2d53a71
134,negative,2019-06-19,-13.55,2aae065ef3452e2b75a0b556dbdda420
129,negative,2019-06-20,-15.69,5c25ce8895bb331d71e93749b58a7023
132,negative,2019-06-21,-11.41,084e181f13f21ca861a98dca365652bf
134,negative,2019-06-22,-17.28,b4d84d6299444868e131fdddea252308
151,negative,2019-06-23,6.34,0151c7b47fe0d429327ba7748c8ea00a
139,negative,2019-06-24,5.3,a64c0efeea413be30ed104dce5cc4177
133,negative,2019-06-25,-0.75,94228deefaf60ca965149a1d1f4699bf
131,negative,2019-06-26,1.55,fa45a0ebb65de15179e758a9ba5d21c2
127,negative,2019-06-27,-3.79,ad459eb431b077b690c95267a2948728
120,negative,2019-06-28,-10.45,1828299a8d1b000645860d00deb39661
121,negative,2019-06-29,-19.87,e770c8814f1aaa5cc1941de2d7f64fe8
81,negative,2019-06-30,-41.73,8406ec36d63550cd9bff95dd6cad14ef
82,negative,2019-07-01,-38.35,b74d6c1c975b9e5f21efee4dcf40d500
84,negative,2019-07-02,-35.88,36ef7469f6188e3d25e055d2fc3d82df
79,negative,2019-07-03,-37.8,637527e9055a36111feb44f267aee7da
83,negative,2019-07-04,-30.83,0134e66807b14a7ac84394dfb335aa95
84,negative,2019-07-05,-30.58,0020b93683dadb29957329cd0e7f6246
77,negative,2019-07-06,-4.94,ff68bcbbda8fc4d573d5cfc748bfdca3
95,negative,2019-07-07,15.85,4d2b5eb30c7cd195f85985365449d199
96,negative,2019-07-08,14.29,f1d960fc59ce115475d54a672dfc84d2
98,negative,2019-07-09,24.05,d328ceba30073b20e27ffcbc42555af9
97,negative,2019-07-10,16.87,e4a8af1b729af4044a5677300a730092
101,negative,2019-07-11,20.24,818c2f8044f1fc8e0478dcee004d9473
102,negative,2019-07-12,32.47,b337300bb60801cf2133f5d14acca34b
108,negative,2019-07-13,13.68,5e8e669de2d5f3b494e9d6367b82a477
105,negative,2019-07-14,9.38,80f20ae02b4c9263c467307076efe79a
108,negative,2019-07-15,10.2,6c23831abcdef54c39642cca3ea0ed87
107,negative,2019-07-16,10.31,d58f4ced508e4b84c0295e00972ae126
113,negative,2019-07-17,11.88,cbd08fe826fb695eb7303a4ce1df1b50
108,negative,2019-07-18,5.88,b277cda9025c4da6c0bc0be51633cb5b
110,negative,2019-07-19,1.85,3ad4c52f40cf3a36795a3f7cc1da266f
105,negative,2019-07-20,0.0,fedceca38374134068b8d502402f44a8
97,negative,2019-07-21,-10.19,21d4f7abc0ae4585c545bdaa4fe0eab0
98,negative,2019-07-22,-8.41,02d4d1728a3391b4805c700cd8b5b336
99,negative,2019-07-23,-12.39,39401d9291bd784a07cda019ca113b51
100,negative,2019-07-24,-7.41,d0e818fb5b1a2f723dc3ecc297b343d4
103,negative,2019-07-25,-6.36,bfaff81c0c27db075914db4157035358
103,negative,2019-07-26,-1.9,1242a6f9f80d2762eac0cadeb42da042
105,negative,2019-07-27,8.25,941fe0714dcfa153fd2579661623d10d
110,negative,2019-07-28,12.24,180ec241e21888aae0facfdee20029cc
112,negative,2019-07-29,13.13,b1130591099cd67694234520eb32e343
111,negative,2019-07-30,11.0,394b6f0c05635015dbe3ff76d3352a6f
113,negative,2019-07-31,9.71,5ad42df2611460b88aa030312dba1edc
113,negative,2019-08-01,9.71,d7b1059f040d114738ed58501a3da2be
112,negative,2019-08-02,6.67,2cd7fccb1424996486ebcdae3afcba4e
117,negative,2019-08-03,6.36,e29334e084188a1e8822a5d751e53121
126,negative,2019-08-04,12.5,e272b3408fda705e3e9cced98d9a8469
133,negative,2019-08-05,19.82,5e8edd41cc2a3a500d6219681e7f4e14
137,negative,2019-08-06,21.24,261fb1e804cefbecec0511e3cb18da1c
140,negative,2019-08-07,23.89,c2cfb6dd707907bb248bdf11c5e507f5
137,negative,2019-08-08,22.32,b5cee71da6479e6249412eb7fce0b202
134,negative,2019-08-09,14.53,15746f56de425fb8138bea8960cc3d4c
124,negative,2019-08-10,-1.59,2c1a13e4d3ce6c6303fa435e15fd9e4b
122,negative,2019-08-11,-8.27,79526c1926158993e7ebe1d57e503614
121,negative,2019-08-12,-11.68,8e2ebbb93210479db67bd1c1ee00ae49
117,negative,2019-08-13,-16.43,24881da80966e526708db0aa026912bd
111,negative,2019-08-14,-18.98,6c0a06b4ac65f06fc813a89976fa20be
111,negative,2019-08-15,-17.16,a8f86096e3e1c36cea579de677bcf1a4
119,negative,2019-08-16,-4.03,a65f028153253c0dbb6a1a5c8dde342c
128,negative,2019-08-17,4.92,593e84231be6bbfb0da403857bbba1cb
121,negative,2019-08-18,0.0,7641bca04d1fbaf2b498ad0c80b5a6f0
115,negative,2019-08-19,-1.71,87c24d349662f3a4a8d3d77792e16db0
119,negative,2019-08-20,7.21,bd34c19daad5377c3c319c074e0ba426
126,negative,2019-08-21,13.51,00a106e206df99fbeb2e788d85eaeb79
131,negative,2019-08-22,10.08,d44f4e802e127b08ed630e59baf6462d
124,negative,2019-08-23,-3.13,b509398d9f170dc1fc360b8c91fadf9c
125,negative,2019-08-24,3.31,9a0199f627b3e2a872aad186147b53d0
122,negative,2019-08-25,6.09,748ebd4bcc5244db9642804a1aba1fa2
121,negative,2019-08-26,1.68,9f34632d383d3e612f433142ca42be77
124,negative,2019-08-27,-1.59,4e8d574735ad192b0b266123fb8ede20
117,negative,2019-08-28,-10.69,11b4a5ed677a7a21d741da815bf1e2bf
115,negative,2019-08-29,-7.26,d1ef3062dffade4a967e47c70ae2b557
125,negative,2019-08-30,0.0,c1ec568def2ca0b13871737bf6f5fabb
127,negative,2019-08-31,4.1,8794d2227a1900e1aab5e90a24011ac7
134,negative,2019-09-01,10.74,9ef95e5e46b9a095ad06e5ed7459817e
132,negative,2019-09-02,6.45,5552290ff45ec1bbeb6c45ebea24101a
132,negative,2019-09-03,12.82,bd3c97fc4308c81805ff55f9ffabb288
128,negative,2019-09-04,11.3,15247861dad686d0b8839ec82b9679e7
133,negative,2019-09-05,6.4,f3fd38cb984bd0d8896315d4697accb2
137,negative,2019-09-06,7.87,f2207f5d62e90a12304d772c07138a6e
138,negative,2019-09-07,2.99,ecf120354a6a664bf403ebb0b637b018
166,negative,2019-09-08,25.76,999735f8785ce247882906ab1d1e4eaa
265,negative,2019-09-09,100.76,f3933c83460ee3269b24176ce638d00f
270,negative,2019-09-10,110.94,9395dc0af9cf4317d0258d1f4c810664
289,negative,2019-09-11,117.29,d8925768187fb5062464c3ecf492ae5a
303,negative,2019-09-12,121.17,8d203f37b060917361c32b98f391243c
297,negative,2019-09-13,115.22,0f492c125118f8ab4efdc3ebf428bd90
299,negative,2019-09-14,80.12,943afbb50f3e72e7aa52c4c75f44d9ea
284,negative,2019-09-15,7.17,0e6ca72e6c44d70f9bc33b130041cc2b
186,negative,2019-09-16,-31.11,5e1a1e500d8b07b6f46ebb17ea0e1cb8
173,negative,2019-09-17,-40.14,68c386fc2a6a60c9db948f443718e267
156,negative,2019-09-18,-48.51,13fd65139c0b36eb955dd48aa72e1536
149,negative,2019-09-19,-49.83,869f71d43c94320e579ba96aa806a9a0
143,negative,2019-09-20,-52.17,6d0ac530526e66a5553d9397d1e0cf28
144,negative,2019-09-21,-49.3,5779e79430b6129dfb0cc488d13fba2c
130,negative,2019-09-22,-30.11,46b5f1a453046d1410dcc9b142e63e54
138,negative,2019-09-23,-20.23,2beaba737863c9a8c5d01a47e13c2924
143,negative,2019-09-24,-8.33,94df37733694399dab8e45d02c2f53f5
148,negative,2019-09-25,-0.67,f76e8779984abc9d90c350a24f96a341
139,negative,2019-09-26,-2.8,de9ccece0007c507d2e4fb5eeb7987d8
151,negative,2019-09-27,4.86,ac339e7ebf035deb840aa76732e89d93
147,negative,2019-09-28,13.08,82fac5499145f331068d9b3f83b91eaf
161,negative,2019-09-29,16.67,2dd64f901f511daf8808a85ae5eedda0
170,negative,2019-09-30,18.88,dd4a36334606e1f98780ab9f159fe51c
170,negative,2019-10-01,14.86,4b248d07053b713eaeeca1ea7e3ac383
168,negative,2019-10-02,20.86,b4eed05128094711b8cbec68dc799624
159,negative,2019-10-03,5.3,38936125c6f992fceb975e6c335762a6
150,negative,2019-10-04,2.04,3c9ae73236508473ae2dbfdf17f62b06
153,negative,2019-10-05,-4.97,357c5099672d332f12687598d0e4682c
159,negative,2019-10-06,-6.47,d03e7cd28318240d134605cf118c1953
146,negative,2019-10-07,-14.12,f8318aeee7b11f06f759ae330923d2cb
148,negative,2019-10-08,-11.9,09ccd4063c7f3ce6bbfbceb333b6715d
158,negative,2019-10-09,-0.63,37d6b4668dfe4f3878f84626be386838
177,negative,2019-10-10,18.0,ef07a4e9e8c9febfc0819128340d87f1
184,negative,2019-10-11,20.26,da02574a7cb4c269389981188cba0d21
187,negative,2019-10-12,17.61,4ec31daccedb8722806dff1e794cf79a
176,negative,2019-10-13,20.55,d19e2bedce224a2c2edce3c1f7701d16
185,negative,2019-10-14,25.0,b60d9a341cf1464ce8d39df536220810
182,negative,2019-10-15,15.19,02dab2876c3e61cefc29a99909882c5b
176,negative,2019-10-16,-0.56,3c4be6e848017407c587d9d787f62116
167,negative,2019-10-17,-9.24,931e206e320fbf96543d302e79a0f521
163,negative,2019-10-18,-12.83,98cfbb9f5ea3b2ea83b9042e6e0262bc
156,negative,2019-10-19,-11.36,5d5f32f01a5bf4bae84598b9b0e1d501
163,negative,2019-10-20,-11.89,e9ca4ef46816a7ca2764be59a253b84f
151,negative,2019-10-21,-17.03,07829256b5ece92a7a4d69dfb2eef579
145,negative,2019-10-22,-17.61,16ec87adf79986c3a7fccd4027d9f0eb
147,negative,2019-10-23,-11.98,ee7e67b8a382e20ffe057553f99e2604
159,negative,2019-10-24,-2.45,988a33a1f2e3eb7d6ee7ff5d2e2a720e
180,negative,2019-10-25,15.38,b8de7983c7963769c1b611355a600353
182,negative,2019-10-26,11.66,d5dcebb4448c6a3047e4e92acb3d7985
172,negative,2019-10-27,13.91,f5e3d703a57cd92993d0982502f183cf
181,negative,2019-10-28,24.83,82a24bd4d0e0a182f82007124bd8e0e5
181,negative,2019-10-29,23.13,7ca9e174192c4954005a2b771bbc1e56
173,negative,2019-10-30,8.81,d22724f2e192dd1df7d207a23d330bc9
164,negative,2019-10-31,-8.89,28c797e57009156411a7f996072edce5
141,negative,2019-11-01,-22.53,67ad54f92c581287ac939b7ab4fc6eaa
148,negative,2019-11-02,-13.95,0b6345243050d3afe4f800aee56baa5c
175,negative,2019-11-03,-3.31,e5a770f420ea9e1ff6584c1ac0e0d420
170,negative,2019-11-04,-6.08,95cb72788354021d155571c432fbd2ab
180,negative,2019-11-05,4.05,e2a1838c7800e79f6cb99cfe62164a78
175,negative,2019-11-06,6.71,380904eacee4e2458e97dc9403655f84
170,negative,2019-11-07,20.57,e6d01ece31c1ac0ea02ae67977762f74
175,negative,2019-11-08,18.24,e79dff69e1023512f75908ddf2018b2a
160,negative,2019-11-09,-8.57,5b80e9a2eadf596ddfb2da3a2804e031
142,negative,2019-11-10,-16.47,83eb50c4c2c1abd7da50a237bbcf60ed
133,negative,2019-11-11,-26.11,ef9deb37be7a311777fbec9a76b45456
125,negative,2019-11-12,-28.57,475c9d9c8d627c4de2199e4f753fe82e
129,negative,2019-11-13,-24.12,2ed45b9f256919979d7a935e152f6d7b
122,negative,2019-11-14,-30.29,6fc3ec77a1db1cec1e5f45310a5ff3e0
116,negative,2019-11-15,-27.5,fe9363484887ccdced88188de5d6aed5
118,negative,2019-11-16,-16.9,4006c94d9a86c46492f88df2141bf18a
109,negative,2019-11-17,-18.05,724a9d0b1f43433c7fdc3335fc6f78ba
113,negative,2019-11-18,-9.6,bb24346483aa78cc4dc0e2b951d406c8
113,negative,2019-11-19,-12.4,fef2dfd8dae968ee337e8479d952a359
112,negative,2019-11-20,-8.2,a59009160d6a308d410826f162059452
113,negative,2019-11-21,-2.59,2dc888f8eafabf6561942e2921d7e7d7
111,negative,2019-11-22,-5.93,2b6482772ececdbeadd290d71f15621b
107,negative,2019-11-23,-1.83,eb0853de7f2f8769f93ed2b9975bb910
100,negative,2019-11-24,-11.5,efd0442ed42de97c546ffe4ebd3aff22
93,negative,2019-11-25,-17.7,42f7ea0822c52b656c66adf81c57c240
98,negative,2019-11-26,-12.5,69e1250522d351027f982818502f5689
98,negative,2019-11-27,-13.27,4a61a45d9656da66f09d0dd6b3408f55
98,negative,2019-11-28,-11.71,85b20cf4ac706731cd39cb9e0d9c1ae8
98,negative,2019-11-29,-8.41,911678c882a08ca4bbeaf598b7c5fe8f
108,negative,2019-11-30,8.0,ea26cd101569b6e56f220bff8435ba15
137,negative,2019-12-01,47.31,ae98d3c8f0c15d5f377ce3448deab4fb
143,negative,2019-12-02,45.92,5b8562c8670146ca7d969008f744586f
139,negative,2019-12-03,41.84,9bc9da67bd1cf9f6aad7b3769f139b74
142,negative,2019-12-04,44.9,057f8698960f0fb7aa5ae165ed1b87e6
143,negative,2019-12-05,45.92,b080aca09cb7ed5dcfab141881cb9ce5
141,negative,2019-12-06,30.56,5656e9e2fb748502b580c16bbecee9b0
132,negative,2019-12-07,-3.65,c5799ff52397ba013fd43f65f0b5cdf8
107,negative,2019-12-08,-25.17,0ad9fd512e67dabd5c0714f341c86057
110,negative,2019-12-09,-20.86,5396af440c4b3c8c1e1db16332981324
109,negative,2019-12-10,-23.24,aea44f7cfccffb955bed68261d037a85
102,negative,2019-12-11,-28.67,18e4078f41768ed909169583d6a6a1db
103,negative,2019-12-12,-26.95,31f08cb20ce4efe3db7c3bcf2d7f6bad
107,negative,2019-12-13,-18.94,f93849c9a6144bb370990e9f1b357af9
98,negative,2019-12-14,-8.41,292ad8020975658f4b7863293d08a9bc
99,negative,2019-12-15,-10.0,a6dce97f61ec27c3791dedcbc0d6f7a8
96,negative,2019-12-16,-11.93,60398d245678fab43c1e907eebff4597
93,negative,2019-12-17,-8.82,e71ec654d0e42a6cb6797fe2f9818f7e
97,negative,2019-12-18,-5.83,d4e204e10c069bc0f677280e39452806
98,negative,2019-12-19,-8.41,1aca6d99282c11b6e923f710fd263f8b
92,negative,2019-12-20,-6.12,e2ac7c8b232092c0f3fcd261756cbf99
99,negative,2019-12-21,0.0,047965bcf48a46c7ad9a5e930aa2da86
79,negative,2019-12-22,-17.71,0a8f80597369770bb33b8b9fa29e0563
78,negative,2019-12-23,-16.13,0c746dffccd4875344ccef273c9dd417
81,negative,2019-12-24,-16.49,e7b9d79c86dfe52f542198c3d46c926b
82,negative,2019-12-25,-16.33,54bbc464be598f8146535e2671ab1210
87,negative,2019-12-26,-5.43,7bd0de84eecc278b9f64c5053868e3fb
86,negative,2019-12-27,-13.13,47a9614a107949a9e62c4b5caa8ff0a9
84,negative,2019-12-28,6.33,a66430bc54c89456ab518c769780846b
77,negative,2019-12-29,-1.28,1a81e060f934d1065c7d306c6f584b29
76,negative,2019-12-30,-6.17,f76e30e302e684212d1cc1416320e1c4
79,negative,2019-12-31,-3.66,ab52871193ddf3c54bb8cce6b714a9bf
93,negative,2020-01-01,6.9,bb8abd784c127b2720d7af333f533515
121,negative,2020-01-02,40.7,54b44b17d2293771b9fcf056357e3953
140,negative,2020-01-03,66.67,9fcabf68c4c959451ae4ffc3a7101ead
153,negative,2020-01-04,98.7,8e1483f23dbcabb9b9dba1269744725c
160,negative,2020-01-05,110.53,5367c7bbb7488a3908255a2d3ff919fe
162,negative,2020-01-06,105.06,e14a2ce91221c04872aec03fd713fbfc
159,negative,2020-01-07,70.97,87fb343ba301e594395f2782f2f328d8
141,negative,2020-01-08,16.53,60d3778553a5e960bcfc75968cadb78c
105,negative,2020-01-09,-25.0,e75fecffbfa81a349eb58f45941ddde7
86,negative,2020-01-10,-43.79,06e29171bce59cecd42608193ac9f260
75,negative,2020-01-11,-53.13,c8d423c8ce2ad5a463572ca1a5b76f97
85,negative,2020-01-12,-47.53,fcbd1a6aeecda0df03015291eeec4b1e
73,negative,2020-01-13,-54.09,a493428f4c102b43105ddcbbef28cc18
72,negative,2020-01-14,-48.94,80a2cfa160d997e66d0dbf0bf8601061
72,negative,2020-01-15,-31.43,c3c3995e775ce5fbd0862a5d92ffb575
76,negative,2020-01-16,-11.63,570b774fae00728420656beb1e3b715a
86,negative,2020-01-17,14.67,7a311370cc37b0eacf95565927f32e80
86,negative,2020-01-18,1.18,2f6c286822677e340b71060b14f9a3af
88,negative,2020-01-19,20.55,e91cbead82cebe307c10b74fd720b07d
99,negative,2020-01-20,37.5,1705fce8662000df65a5b7b0b5df36c9
97,negative,2020-01-21,34.72,35508d7a212919fc3f2ad7d3a3a1dc0b
93,negative,2020-01-22,22.37,e2794593f8b87a97cdf541ff3e15f497
86,negative,2020-01-23,0.0,cd9c1cdd7782a59df08d74a174ca025b
76,negative,2020-01-24,-11.63,0d147ebe5d329f19bfae02cbe27746d3
78,negative,2020-01-25,-11.36,3e42e8f6e25521c1dc2528ea81ad3230
82,negative,2020-01-26,-17.17,2d82b9d2d4d40c53bf3b5bd8c761df05
80,negative,2020-01-27,-17.53,b87a34168a6a99c8a18d818be2e84c51
81,negative,2020-01-28,-12.9,9f399a217bafbf3f2651c0dccacc45ef
90,negative,2020-01-29,4.65,fa8b134b4ec450605263f04fbbbcb262
94,negative,2020-01-30,23.68,cc8dd7edc879b9556c444f49b616984f
103,negative,2020-01-31,32.05,ce131d39f9b56dbeb8bf1b13fdb63817
104,negative,2020-02-01,26.83,97c59c74353e4636703e2958b4f971ab
108,negative,2020-02-02,35.0,8f1c6f2cec7ec35e8689fd9fb1cb6ba1
113,negative,2020-02-03,39.51,ae2135c9f002297a1de23381eb2c0343
