LISTING_ID,LISTING_NAME,MINIMUM_NIGHTS,HOST_ID,ROOM_TYPE,PRICE,CREATED_AT,UPDATED_AT
13581794,Cozy appartement in central Neukölln,4,75612546,Entire home/apt,60.000,2016-07-09 15:38:57,2016-07-09 15:38:57
13582166,BIG APARTMENT AT BRANDENBURG GATE! 1B53,2,23904144,Entire home/apt,240.000,2016-06-23 10:21:35,2016-06-23 10:21:35
13582197,Apartment with beautifullly designed interior,2,55963418,Entire home/apt,65.000,2021-10-30 03:57:42,2021-10-30 03:57:42
13583119,Private room in shared flat - Neukölln,3,42687196,Private room,38.000,2016-06-29 12:13:40,2016-06-29 12:13:40
13585558,Beautiful private room in cool Friedrichshain,1,21367113,Private room,35.000,2016-06-27 00:48:47,2016-06-27 00:48:47
13585638,Charming flat at the heart of Kreuzberg,2,16273210,Private room,35.000,2021-10-22 06:01:28,2021-10-22 06:01:28
13587081,Great apartment in Berlin's center - Mitte,3,41443544,Entire home/apt,69.000,2016-06-16 13:15:14,2016-06-16 13:15:14
13593507,"[R4] 5 bedrooms, subway + S-Bahn, Park ex-Airport",2,909226,Entire home/apt,343.000,2016-06-27 09:35:25,2016-06-27 09:35:25
13593823,center of Berlin but quiet and elegant,2,78562588,Private room,59.000,2016-06-12 21:56:31,2016-06-12 21:56:31
13594449,Sunny and beautiful apartment in the city center,10,14334393,Entire home/apt,50.000,2021-10-26 01:33:41,2021-10-26 01:33:41
13595741,Großes mit Stil möbliertes Zimmer in Wedding,3,45543558,Private room,12.000,2016-12-23 01:56:45,2016-12-23 01:56:45
13595798,Room in Berlin Neukölln/ Kreuzberg,7,20600329,Private room,15.000,2016-06-12 02:33:33,2016-06-12 02:33:33
13597592,Comfy room + balcony,1,70185347,Private room,25.000,2017-07-03 08:32:50,2017-07-03 08:32:50
13601845,Room in studio loft w/ roof deck,4,1351506,Private room,70.000,2017-02-26 17:39:42,2017-02-26 17:39:42
13602242,City Apartment in Berlin Mitte,2,42506714,Entire home/apt,85.000,2016-06-23 07:15:49,2016-06-23 07:15:49
13611259,Great 2 room apartment in Neukölln/Weserstraße,10,6811053,Entire home/apt,25.000,2016-07-04 16:06:51,2016-07-04 16:06:51
13612707,Lovely place in Mitte,5,3980676,Entire home/apt,120.000,2016-07-30 07:50:26,2016-07-30 07:50:26
13618121,Best apartment in Berlin / 5 min to Alexanderplatz,4,4127628,Entire home/apt,189.000,2016-07-11 23:08:55,2016-07-11 23:08:55
13630379,"Zimmer im Süden Berlin ,im Grünen,Ruhig",2,42990588,Private room,9.000,2021-10-26 03:06:06,2021-10-26 03:06:06
13640248,Cozy place next to Viktoriapark,2,66698720,Private room,59.000,2016-06-21 00:48:48,2016-06-21 00:48:48
13647124,Your No. 1 by Berlin Tegel incl. bikes,15,51655251,Private room,30.000,2021-09-19 01:37:19,2021-09-19 01:37:19
13647698,Schönes Zimmer in toller WG am Nollendorfplatz,2,9983495,Private room,25.000,2016-07-01 17:40:19,2016-07-01 17:40:19
13648303,"10 min to Alexanderplatz, 5 min to Simon-Dach-Kiez",1,2271635,Private room,11.000,2016-06-29 08:44:06,2016-06-29 08:44:06
13651040,Central flat near Alex with fiber optic Internet,5,79255369,Entire home/apt,168.000,2016-08-08 21:36:54,2016-08-08 21:36:54
13654880,CENTRE APARTMENT FOR 6 | 8853,2,4032095,Entire home/apt,209.000,2016-07-04 15:02:31,2016-07-04 15:02:31
13661744,Spacious Flat for Families and Couples in X-Berg,4,79413758,Entire home/apt,85.000,2016-08-08 04:40:09,2016-08-08 04:40:09
13662438,Family flat with a cat and a garden.,7,1533481,Entire home/apt,120.000,2021-10-29 05:38:55,2021-10-29 05:38:55
13663197,Central flat near Alex with fiber optic Internet,5,79255369,Entire home/apt,168.000,2016-07-08 03:18:09,2016-07-08 03:18:09
13666450,"[R8] 8 Zi, 5 Bäder, max 18 Pers, @ Park Ex-Airport",2,909226,Entire home/apt,455.000,2016-09-27 08:03:41,2016-09-27 08:03:41
13666457,"Modern,quiet,sunny apartement@the heart of Berlin.",4,28989293,Entire home/apt,91.000,2016-07-07 09:08:07,2016-07-07 09:08:07
13666992,Gemütliche Berliner Altbauwohnung mit Charme,3,79469238,Entire home/apt,45.000,2016-08-08 04:06:48,2016-08-08 04:06:48
13667915,Central Berlin Escape for 4 - APT10,93,8492684,Entire home/apt,65.000,2016-07-16 01:12:52,2016-07-16 01:12:52
13668880,Style Pad City- APT 11,93,8492684,Entire home/apt,59.000,2016-06-26 18:23:45,2016-06-26 18:23:45
13669087,Bohemian Berlin Escape for 4* Apt 3,93,8492684,Entire home/apt,100.000,2016-07-25 00:02:00,2016-07-25 00:02:00
13669202,Retro Design Mitte *flat for 4* AP7,93,8492684,Entire home/apt,71.000,2016-07-06 01:07:54,2016-07-06 01:07:54
13670290,2Rooms flat/5min from metro/in city center/Wedding,30,79430806,Entire home/apt,62.000,2017-06-27 15:43:49,2017-06-27 15:43:49
13672096,Nice room in cozy apartement,2,3560164,Private room,31.000,2016-06-24 17:02:00,2016-06-24 17:02:00
13672790,sunny flat closet Tempelhofer Feld,2,33270660,Entire home/apt,65.000,2016-07-12 23:00:09,2016-07-12 23:00:09
13677036,+ 2 room flat in the heart of Kreuzberg +,3,16657244,Entire home/apt,90.000,2016-06-16 21:03:50,2016-06-16 21:03:50
13681045,cozy and beautiful flat in mitte,3,13054581,Entire home/apt,35.000,2019-04-02 23:43:54,2019-04-02 23:43:54
13685563,1 room flat in a quite area / 2 bed,1,16364190,Entire home/apt,42.000,2016-10-27 00:41:13,2016-10-27 00:41:13
13686332,"gemütliches Wohnen im Wedding, cozy flat to rent",14,79713666,Entire home/apt,20.000,2018-08-15 04:45:36,2018-08-15 04:45:36
13690473,"3-Zi. Charlootenburg, mit Kind und Hund",3,79781318,Entire home/apt,40.000,2016-07-24 05:55:17,2016-07-24 05:55:17
13692216,Spacious flat in between Mitte & Friedrichshain,1,5411484,Private room,52.000,2021-11-17 21:31:20,2021-11-17 21:31:20
13693009,Komfortwohnung mit viel Grün für Paare & Familien,5,21636651,Entire home/apt,57.000,2016-07-24 04:43:50,2016-07-24 04:43:50
13694187,Room directly at Maybachufer (best spot),3,15895656,Private room,20.000,2021-11-10 21:08:07,2021-11-10 21:08:07
13696347,Feel the Urban Mojo & Relax with Friends,2,6880089,Entire home/apt,260.000,2016-11-02 23:13:19,2016-11-02 23:13:19
13697965,In the center of Berlin at Potsdamer Platz,15,79875465,Private room,42.000,2016-07-16 14:34:27,2016-07-16 14:34:27
13698403,Penthouse overlooking Viktoria Park,3,79882296,Entire home/apt,133.000,2016-06-28 23:42:31,2016-06-28 23:42:31
13702615,In the center of neukölln (famous Sonnenallee),4,23775357,Private room,17.000,2016-06-13 23:37:22,2016-06-13 23:37:22
13704364,"Zimmer (fast) in Schöneberg, ruhig und zentral",3,79000226,Private room,33.000,2016-07-13 11:54:58,2016-07-13 11:54:58
13704730,Comfy fully furnished room in Friedrichshain,2,14378450,Private room,25.000,2016-08-12 23:24:46,2016-08-12 23:24:46
13706588,Big luminous room in the hearth of Friedrichshain,2,36946449,Private room,61.000,2016-07-05 07:58:24,2016-07-05 07:58:24
13706958,stylish comfortable Berlin City Flat Family.,3,77514719,Entire home/apt,130.000,2016-07-22 15:05:11,2016-07-22 15:05:11
13711603,"Sonniges Dachgeschoss, 2 Schlafzimmer, Terrasse",3,80069135,Entire home/apt,99.000,2016-07-01 12:13:37,2016-07-01 12:13:37
13717143,central-3 bedrooms-sunny-terrace-for families,3,46755090,Entire home/apt,150.000,2016-07-31 18:20:42,2016-07-31 18:20:42
13719408,Modernes Zimmer Nähe Prenzlauer Berg,2,31320073,Private room,25.000,2016-07-04 00:21:12,2016-07-04 00:21:12
13719880,Nice flat in the best location of Prenzlauer Berg,3,23991389,Entire home/apt,59.000,2016-07-06 23:35:10,2016-07-06 23:35:10
13720685,Spacious and light room in a lively neighbourhood,2,31352375,Private room,40.000,2016-08-03 23:57:25,2016-08-03 23:57:25
13728127,Sunny Roof Top 2 floor Loft in trending Kreuzberg,4,80282218,Entire home/apt,210.000,2016-07-28 22:15:11,2016-07-28 22:15:11
13728898,Schöne Wohnung für Familien mit 2 K. oder Pärchen,1,80293234,Entire home/apt,40.000,2016-08-07 05:04:28,2016-08-07 05:04:28
13730322,Solo Travelers place to be,2,7538606,Private room,26.000,2016-08-23 08:21:45,2016-08-23 08:21:45
13736728,Big and bright room close to the city center,2,65844660,Private room,19.000,2016-07-10 10:04:08,2016-07-10 10:04:08
13737022,Zimmer im Doppelhaus-Nähe Flughafen Schönefeld,1,64267999,Private room,22.000,2016-07-06 13:12:58,2016-07-06 13:12:58
13737670,Cozy big Room in Berlin Neukoelln,2,80410216,Private room,27.000,2016-06-14 05:52:49,2016-06-14 05:52:49
13738474,"Spacious and quiet ""Altbau"" Apartment",4,15993621,Private room,135.000,2016-07-31 08:50:40,2016-07-31 08:50:40
13739412,2 quiet rooms in the absolut center of Berlin,3,80426890,Private room,55.000,2016-09-14 03:19:34,2016-09-14 03:19:34
13739449,Central apartment near Alex (Apt. 3),5,80424192,Entire home/apt,173.000,2016-07-31 13:49:39,2016-07-31 13:49:39
13742468,Cosy and Very Central place in Prenzlauer Berg,2,80459351,Entire home/apt,48.000,2016-09-19 19:18:09,2016-09-19 19:18:09
13742851,Huge Cosy Bright Room in Centrum - Warschauerstr,99,80464141,Private room,30.000,2021-10-26 18:26:35,2021-10-26 18:26:35
13742979,"NEW Studio Apartment for 4, Neukölln, WiFi, 45qm",2,27952946,Entire home/apt,79.000,2016-07-04 03:31:36,2016-07-04 03:31:36
13744671,Big lively room in,3,47080687,Private room,30.000,2016-06-26 06:51:48,2016-06-26 06:51:48
13746351,Cozy and nice room in Berlin - Wedding,2,46448446,Private room,29.000,2016-08-01 03:54:50,2016-08-01 03:54:50
13746394,6-Romantik i Altberliner Stil am Rüdesheimer Platz,3,26670019,Hotel room,119.000,2018-08-26 01:28:26,2018-08-26 01:28:26
13748010,Beautiful room in the heart of prenzlauerberg!,5,16292914,Private room,25.000,2021-11-12 19:07:44,2021-11-12 19:07:44
13749061,Beautiful apartment with private garden in P-Berg,3,756801,Entire home/apt,95.000,2016-07-17 13:15:35,2016-07-17 13:15:35
13749552,Helles großes Zimmer am Tempelhofer Feld!,4,67755967,Private room,20.000,2016-07-20 18:52:03,2016-07-20 18:52:03
13754511,"74 m2, beautiful, sunny flat in Kreuzkölln",2,80616892,Entire home/apt,70.000,2016-08-04 01:41:54,2016-08-04 01:41:54
13755615,Central apartment near Alex (Apt. 4),5,80424192,Entire home/apt,110.000,2016-06-22 08:22:10,2016-06-22 08:22:10
13760252,A stylish flat to feel like home,2,2036577,Private room,50.000,2017-08-30 22:53:19,2017-08-30 22:53:19
13760375,Central flat near Alex with fiber optic Internet,5,80675177,Entire home/apt,124.000,2016-06-25 04:18:59,2016-06-25 04:18:59
13761071,Central flat near Alex with fiber optic Internet,5,80675177,Entire home/apt,116.000,2016-07-04 08:38:19,2016-07-04 08:38:19
13763834,"Schöne, helle Whg nahe Tempelh. Feld in Neukölln",2,80714211,Entire home/apt,35.000,2016-07-02 03:12:54,2016-07-02 03:12:54
13764166,"Cozy room in Berlin, Charlottenburg!",1,62639492,Private room,30.000,2016-07-14 14:35:03,2016-07-14 14:35:03
13766175,Grand flat with a park view,4,1453323,Entire home/apt,210.000,2016-07-12 14:31:49,2016-07-12 14:31:49
13766598,4 Bedroom Apartment just off the Kürfurstendamm.,7,24352487,Entire home/apt,465.000,2019-12-27 12:40:52,2019-12-27 12:40:52
13767734,"NEW Studio Apartment for 4, Neukölln, Wi-Fi, garden",2,27952946,Entire home/apt,86.000,2016-06-24 20:33:35,2016-06-24 20:33:35
13773041,Cute Altbau-room in Berlin-Charlottenburg,2,80837749,Private room,18.000,2016-06-20 01:23:00,2016-06-20 01:23:00
13774704,Cosy & bright room in the heart of Neukolln,1,7422508,Private room,18.000,2016-07-13 05:55:11,2016-07-13 05:55:11
13775127,"3 Zimmer Wohnung, zentral und grün",3,80857479,Entire home/apt,50.000,2016-07-20 04:28:26,2016-07-20 04:28:26
13778295,Big lively room in central Berlin,3,80887087,Private room,31.000,2016-08-28 11:15:30,2016-08-28 11:15:30
13779541,Luxury 80 qm Wohnung in the heart of Koepenick,1,80900552,Entire home/apt,55.000,2016-06-28 09:11:06,2016-06-28 09:11:06
13780760,Silent Flat Near Mauer Park,2,42200198,Entire home/apt,65.000,2016-07-08 10:31:31,2016-07-08 10:31:31
13781440,bright & quiet single person apartment,2,11597807,Entire home/apt,25.000,2016-07-22 08:41:43,2016-07-22 08:41:43
13786553,Room in Kreuzberg,1,8039463,Private room,60.000,2016-09-09 00:43:13,2016-09-09 00:43:13
13787199,Guests-Room in The Center of Berlin (Tiergarten),6,48494867,Private room,34.000,2017-08-26 20:53:47,2017-08-26 20:53:47
13791088,Komfortable Große Wohnung Berlin-Mitte-Wedding,2,3347060,Private room,100.000,2021-10-27 23:56:01,2021-10-27 23:56:01
13791138,1 Room Apartment Berlin Lichtenberg,1,49469944,Entire home/apt,60.000,2021-11-18 03:59:43,2021-11-18 03:59:43
13791452,Beautiful & central room in Penthouse (top view!),3,81030660,Private room,30.000,2016-09-06 16:37:17,2016-09-06 16:37:17
13791583,Gemütliche Oase in Berlin,2,66696736,Entire home/apt,61.000,2021-11-04 08:58:52,2021-11-04 08:58:52
13791895,Amore mio,2,54828299,Entire home/apt,27.000,2021-10-28 06:53:06,2021-10-28 06:53:06
13792040,Factory SVS,7,21559754,Shared room,40.000,2016-07-01 18:57:33,2016-07-01 18:57:33
13794194,Villa Kunterbunt,2,81075540,Private room,57.000,2016-09-11 20:47:44,2016-09-11 20:47:44
13794831,Cosy 1 room apartment in Friedrichshain-Kreuzberg,2,74297835,Entire home/apt,71.000,2016-07-07 20:22:36,2016-07-07 20:22:36
13795235,Gemütliches helles Zimmer in Künstler - WG,2,81087674,Private room,23.000,2016-07-03 02:56:17,2016-07-03 02:56:17
13796638,"Two rooms  in a nice apartment, central, Mitte",7,51352517,Private room,15.000,2016-06-29 04:18:12,2016-06-29 04:18:12
13798286,Staying in Schöneberg,3,81123292,Private room,44.000,2016-07-10 07:14:15,2016-07-10 07:14:15
13798726,Cozy double room in Friedrichshain,3,9257996,Private room,60.000,2016-06-24 08:45:59,2016-06-24 08:45:59
13804335,New and bright rooftop place with a great view,3,1130723,Entire home/apt,120.000,2016-07-23 21:16:23,2016-07-23 21:16:23
13812048,Sunny 3-bedroom apartment in Friedrichshain,5,26006565,Entire home/apt,110.000,2016-07-27 16:36:16,2016-07-27 16:36:16
13812209,Central Spacious Design Apartment,4,20998252,Entire home/apt,78.000,2016-06-23 22:07:28,2016-06-23 22:07:28
13812886,Comfy room with a balcony in trendy Neukölln,2,81311399,Private room,25.000,2021-10-28 13:52:06,2021-10-28 13:52:06
13838372,Spacious Room in center Berlin,2,15217798,Private room,88.000,2016-07-24 17:21:10,2016-07-24 17:21:10
13838662,Apartment Centro,3,1194258,Entire home/apt,118.000,2016-10-25 09:27:59,2016-10-25 09:27:59
13842264,Nice lovely room :),2,43199378,Private room,40.000,2016-07-02 22:10:16,2016-07-02 22:10:16
13843229,Cozy place  right in the centre,2,43199378,Entire home/apt,80.000,2016-07-14 04:58:04,2016-07-14 04:58:04
13845137,Quiet and Cozy family apartment,7,26574508,Entire home/apt,50.000,2016-07-11 07:39:08,2016-07-11 07:39:08
13852687,Cozy room in a shared apartment,3,81816312,Private room,28.000,2016-06-29 17:52:56,2016-06-29 17:52:56
13868134,Central LEGAL flat for 11 / 5BR 3Bath. Kreuzkölln!,5,102461,Entire home/apt,572.000,2017-02-18 20:01:46,2017-02-18 20:01:46
13869282,Altbauwohnung mit 2 Zimmern direkt am Hermannplatz,1,3669572,Private room,80.000,2021-11-16 10:07:20,2021-11-16 10:07:20
13869872,Friedrichshain - The place to be,1,5058933,Private room,39.000,2021-11-11 09:48:45,2021-11-11 09:48:45
13870364,Unique Studio with Loft Bed in Heart of Berlin,7,29043347,Entire home/apt,30.000,2016-08-16 16:42:29,2016-08-16 16:42:29
13870457,Mitte - Nähe Rosenthaler Platz 72m2,2,29032982,Entire home/apt,41.000,2017-07-07 05:00:32,2017-07-07 05:00:32
13870932,Stay in berlin like a local :),3,82030459,Private room,38.000,2016-06-24 12:25:24,2016-06-24 12:25:24
13871073,"Großes Zimmer, in Kreuzberg am Schlesischen Tor",1,68052439,Private room,20.000,2016-07-12 13:30:13,2016-07-12 13:30:13
13872278,Cozy and modern Apartment in Neu-Westend,3,82047662,Entire home/apt,100.000,2016-09-27 05:10:51,2016-09-27 05:10:51
13873710,Unique mini-house in the heart of Prenzlauer Berg,3,31125491,Entire home/apt,69.000,2016-06-29 16:11:31,2016-06-29 16:11:31
13876169,Stylish flat n Friedrichshain,2,2036577,Entire home/apt,90.000,2016-07-14 06:41:21,2016-07-14 06:41:21
13877081,Luxury flat in Kreuzberg,2,7203652,Entire home/apt,130.000,2016-09-22 17:50:55,2016-09-22 17:50:55
13877480,"Cozy, private student flat",2,82105508,Entire home/apt,25.000,2018-05-31 10:20:24,2018-05-31 10:20:24
13877487,"Townhouse near city center w/ garden, steps to U2",5,72240067,Entire home/apt,399.000,2021-11-06 15:37:51,2021-11-06 15:37:51
13877775,Zimmer in entspanntem Kiez,2,51512938,Private room,40.000,2016-07-13 17:55:40,2016-07-13 17:55:40
13878558,Sweet 2-Rooms! Really central but quiet <3,4,52681915,Entire home/apt,35.000,2016-07-28 04:42:51,2016-07-28 04:42:51
13879992,gemütliche Wohnung mitten im Berliner Szeneleben,30,1503906,Entire home/apt,55.000,2021-10-23 15:38:31,2021-10-23 15:38:31
13880858,"Sunny Apartment, Balcony, Park View, Cat sitting",14,82144943,Entire home/apt,28.000,2016-07-11 03:46:58,2016-07-11 03:46:58
13880894,Sunny room in spacious flat #3,3,32827789,Private room,20.000,2016-07-16 22:27:24,2016-07-16 22:27:24
13883340,Private room with bathroom and private living room,30,80188984,Entire home/apt,42.000,2016-08-15 23:49:52,2016-08-15 23:49:52
13886041,Large stylish design apartment,13,112168,Entire home/apt,87.000,2017-06-26 11:30:48,2017-06-26 11:30:48
13887432,Sunny Side of Berlin,1,82232269,Private room,25.000,2016-07-26 12:26:24,2016-07-26 12:26:24
13893621,Smart and Efficient Designer's Apartment in Central Berlin,2,82299810,Entire home/apt,143.000,2016-08-01 18:43:11,2016-08-01 18:43:11
13897245,2-Zimmer Wohnung / 2 room apartment,2,68274690,Entire home/apt,66.000,2016-07-06 01:45:58,2016-07-06 01:45:58
13897718,cozy creative one-room-studio / hip neighbourhood,4,2837924,Entire home/apt,79.000,2016-10-16 03:00:36,2016-10-16 03:00:36
13902122,"Small, cosy and creative bedroom in shared flat.",2,71055664,Private room,24.000,2017-08-16 22:46:35,2017-08-16 22:46:35
13903254,Child friendly apartament in Berlin,8,82427093,Entire home/apt,60.000,2016-06-29 20:42:33,2016-06-29 20:42:33
13907601,"Central Neukölln, Park side and Cats!",2,82473711,Private room,27.000,2016-07-03 07:17:27,2016-07-03 07:17:27
13907817,well located room in Neukölln,2,79285106,Private room,45.000,2016-07-04 15:10:48,2016-07-04 15:10:48
13909255,Sehr schöne Wohnung im Szenebezirk Neukölln,2,6189019,Entire home/apt,65.000,2016-07-11 14:28:36,2016-07-11 14:28:36
13909869,Cosy+bright room in central Kreuzberg rooftop view,90,41997303,Private room,35.000,2016-08-09 17:04:52,2016-08-09 17:04:52
13910233,Cozy apartment in Kreuzberg,4,71388813,Entire home/apt,70.000,2016-07-08 00:34:38,2016-07-08 00:34:38
13911706,Cozy Room in Prenzlauen Berg.,2,16189128,Private room,38.000,2016-07-22 22:36:03,2016-07-22 22:36:03
13918467,Single room at Richardplatz,140,498957,Private room,20.000,2021-10-28 01:26:43,2021-10-28 01:26:43
13920808,Spacious Cozy Room Close To City Center,4,38783931,Private room,46.000,2021-11-17 15:44:42,2021-11-17 15:44:42
13926199,"Wohnung in grüner Lage, am Fließtal, Nähe S-Bahn",3,82714181,Entire home/apt,80.000,2016-07-12 07:19:01,2016-07-12 07:19:01
13926919,25 sqm wooden floor room in hip Friedrichshain,1,9569831,Private room,58.000,2016-07-19 16:29:04,2016-07-19 16:29:04
13930669,H651 FIT´s for Four in a 5* Location!,2,4032095,Entire home/apt,175.000,2016-08-13 04:21:06,2016-08-13 04:21:06
13931031,H652 Best Location for 4!,2,4032095,Entire home/apt,180.000,2016-08-06 19:54:23,2016-08-06 19:54:23
13934195,Luxury Apartment in the Heart of Prenzlauer Berg,7,2299948,Entire home/apt,170.000,2021-11-12 10:11:23,2021-11-12 10:11:23
13938392,22qm room in Friedrichshain,2,5182885,Private room,25.000,2016-07-18 15:18:43,2016-07-18 15:18:43
13938779,Cosy and sunny room in the heart of Friedrichshain,1,6812311,Private room,20.000,2016-07-29 22:38:19,2016-07-29 22:38:19
13940806,Beautiful room in the middle of Berlin !,5,50297007,Private room,28.000,2016-07-30 05:51:28,2016-07-30 05:51:28
13946722,Cosy Room in Neukölln,2,34439954,Private room,30.000,2016-08-22 00:31:12,2016-08-22 00:31:12
13948004,near brandenburg gate nice bright in tiergarten,58,83014260,Entire home/apt,42.000,2016-10-21 21:18:06,2016-10-21 21:18:06
13949401,"Cozy room in Neukölln, Berlin.",2,22289996,Private room,32.000,2016-09-01 07:31:27,2016-09-01 07:31:27
13951102,Beautiful Room in the Centre of Kreuzberg,1,27775259,Private room,60.000,2016-07-17 19:49:54,2016-07-17 19:49:54
13951597,"Nice room in Friedrichshain, ready to move in",1,83047778,Private room,18.000,2021-10-22 23:07:50,2021-10-22 23:07:50
13952911,Room in cosy/stylish flat in Prenzlauer Berg/Mitte,1,2587715,Private room,27.000,2016-08-24 00:05:06,2016-08-24 00:05:06
13953844,design apartment only 15min from Alexanderplatz,3,6159706,Entire home/apt,45.000,2016-08-02 07:29:59,2016-08-02 07:29:59
13955279,cozy and bright room in Prenzlauer Berg,2,83104049,Private room,19.000,2016-07-05 10:42:30,2016-07-05 10:42:30
13956428,Mitten im Wedding. easy peasy,1,83114888,Private room,20.000,2016-08-25 19:37:12,2016-08-25 19:37:12
13956704,Marvellous Apartment at Kudamm / prime location,2,83121051,Entire home/apt,59.000,2021-11-03 21:22:55,2021-11-03 21:22:55
13957515,Sehr schöne und ruhige Wohnung im Bergmannkiez,23,70748690,Entire home/apt,40.000,2021-11-14 16:34:59,2021-11-14 16:34:59
13958168,Bright room next to a lake and Ku'damm,3,13993393,Private room,30.000,2016-07-30 05:53:43,2016-07-30 05:53:43
13964786,"quiet, spacious room with green view, nice hood",4,12659779,Private room,40.000,2016-08-20 17:05:28,2016-08-20 17:05:28
13967235,Penthouse Studio Apartment am Kurfürstendamm,30,8912086,Entire home/apt,99.000,2016-09-30 09:52:42,2016-09-30 09:52:42
13967913,Unique Hospital style room in great location!,1,22325010,Private room,45.000,2016-07-17 07:06:24,2016-07-17 07:06:24
13970007,Shared flat in central Berlin / student apartment,3,68804999,Private room,24.000,2016-08-05 23:03:03,2016-08-05 23:03:03
13971796,2 Zimmer einer Wohnung mit herrlichem Berlinblick,10,83308685,Private room,55.000,2016-08-03 14:45:20,2016-08-03 14:45:20
13974134,Lovely room in a shared apt. in Friedrichshain,2,83334442,Private room,32.000,2021-11-10 23:41:57,2021-11-10 23:41:57
13975116,Helle Familienwohnung im Berliner Zentrum,6,15708564,Entire home/apt,89.000,2017-07-19 15:45:05,2017-07-19 15:45:05
13984283,Huge and homy room in Neukölln,2,77890643,Private room,22.000,2020-01-20 08:29:41,2020-01-20 08:29:41
13985642,Kreuzberg - very close to City East & City West,2,22408268,Entire home/apt,139.000,2016-08-03 01:36:13,2016-08-03 01:36:13
13987234,"cosy, small house in Neukölln",1,83484321,Entire home/apt,45.000,2016-07-17 03:32:56,2016-07-17 03:32:56
13991862,ART HOLIDAYS,21,83471155,Private room,25.000,2019-04-25 10:28:47,2019-04-25 10:28:47
13992102,Rooftop appartment with huge terrace,3,83541571,Private room,50.000,2016-07-09 03:54:19,2016-07-09 03:54:19
13993559,1 Bedroom Apartment - View to Checkpoint Charlie,90,8928112,Entire home/apt,45.000,2018-05-04 13:11:16,2018-05-04 13:11:16
13994116,huge sunny artist loft and studio in Berlin Mitte,7,83565276,Entire home/apt,92.000,2016-08-04 14:45:27,2016-08-04 14:45:27
13994963,Nice flat in Berlin almost in center,2,2856251,Entire home/apt,65.000,2016-07-18 01:57:31,2016-07-18 01:57:31
13999478,2 Raumwohnung Prenzlauer Berg,2,83638319,Entire home/apt,66.000,2016-08-04 00:01:46,2016-08-04 00:01:46
14003163,Modern House with garden in popular East Berlin,2,14313670,Private room,34.000,2016-08-31 11:33:04,2016-08-31 11:33:04
14003724,Big Room with Balcony,1,10629836,Private room,47.000,2021-10-31 22:14:31,2021-10-31 22:14:31
14005082,Sunny private room in vibrant Neukolln,2,28342471,Private room,54.000,2021-11-06 06:09:45,2021-11-06 06:09:45
14006084,Friendly room + own balcony in shared flat,2,21021386,Private room,30.000,2016-07-22 07:17:11,2016-07-22 07:17:11
14007310,Schönes Altbau-Zimmer in netter WG,1,83724182,Private room,13.000,2021-10-23 12:12:05,2021-10-23 12:12:05
14009998,"Gemütliches, zentrales Zimmer in Berlin, Mitte",2,61804359,Private room,27.000,2021-11-05 04:31:26,2021-11-05 04:31:26
14010313,Bright Sunny Apartment in Heart of Berlin!,3,32399843,Private room,110.000,2016-07-07 14:02:27,2016-07-07 14:02:27
14010515,Great central place,1,12138198,Entire home/apt,85.000,2021-11-09 01:31:41,2021-11-09 01:31:41
14010816,"Berlin City Familienwohnung (Tiergarten,Spree)",4,83767016,Entire home/apt,60.000,2016-07-08 05:40:29,2016-07-08 05:40:29
14015930,Helle 2-Zi-Wohnung /1. St. v HH Garten(KudammNähe),30,1574908,Entire home/apt,38.000,2020-09-23 14:54:47,2020-09-23 14:54:47
14017708,Spacious flat in Prenzlauer Berg near Mauerpark,4,12639475,Entire home/apt,65.000,2016-08-05 14:30:00,2016-08-05 14:30:00
14023233,Nice room in Prenzlauerberg,2,75343949,Private room,25.000,2017-08-29 20:51:02,2017-08-29 20:51:02
14023450,Room at Alexanderplatz / Prenzlauer Berg,6,4921836,Private room,23.000,2017-08-30 11:54:17,2017-08-30 11:54:17
14025224,"Gemütliches, kleines Zimmer mit tollem Hinterhof !",3,83936528,Private room,25.000,2016-07-20 16:31:35,2016-07-20 16:31:35
14025422,Deluxe Apartment Prenzlauer Berg,2,10318665,Entire home/apt,154.000,2016-08-28 13:29:43,2016-08-28 13:29:43
14032171,Cozy room in beautiful Altbau Wedding,20,26666426,Private room,33.000,2016-07-14 05:28:43,2016-07-14 05:28:43
14034460,Room in Mitte in artsy district,2,15730959,Private room,50.000,2016-08-04 03:51:41,2016-08-04 03:51:41
14035368,FRIEDRICHSHAIN spacious&quiet family apartment,5,11806912,Private room,65.000,2016-08-01 23:09:28,2016-08-01 23:09:28
14038317,1-Room-Apartment in Kreuzberg,1,49700718,Entire home/apt,56.000,2016-08-10 23:17:45,2016-08-10 23:17:45
14038647,Studio in Berlin's vibrant Prenzlauer Berg,1,84102243,Entire home/apt,45.000,2016-07-11 10:59:54,2016-07-11 10:59:54
14039547,Apartment near Bernauer Strasse in Berlin,7,14778045,Entire home/apt,38.000,2016-07-18 17:38:29,2016-07-18 17:38:29
14042636,"Furnished 25 m2 room,  nice connection with S-Bahn",14,15681033,Private room,13.000,2021-11-08 01:21:43,2021-11-08 01:21:43
14044196,Industrial Zimmer in Berliner Clubbing Szene,14,84180719,Private room,20.000,2021-11-02 05:50:57,2021-11-02 05:50:57
14047818,Gemütliches Zimmer (Altbau),3,47941864,Private room,22.000,2017-05-15 14:55:22,2017-05-15 14:55:22
