LISTING_ID,LISTING_NAME,LISTING_URL,ROOM_TYPE,MINIMUM_NIGHTS,HOST_ID,PRICE_STR,CREATED_AT,UPDATED_AT
10010798,cozy apartment in prenzlauer berg,https://www.airbnb.com/rooms/10010798,Private room,2,19390913,$65.00,2016-04-02 04:16:12,2016-04-02 04:16:12
10012834,Two cozy rooms in Kreuzberg,https://www.airbnb.com/rooms/10012834,Private room,9,47884220,$35.00,2015-12-25 04:03:04,2015-12-25 04:03:04
10016384,Schönes Zimmer Prenzlauer Berg,https://www.airbnb.com/rooms/10016384,Private room,1,17464606,$45.00,2021-10-24 14:39:53,2021-10-24 14:39:53
10016747,flat up high!,https://www.airbnb.com/rooms/10016747,Entire home/apt,3,51438995,$89.00,2021-11-09 18:10:40,2021-11-09 18:10:40
10029891,Your own space in Kreuzberg,https://www.airbnb.com/rooms/10029891,Entire home/apt,2,22749471,$70.00,2015-12-27 03:13:29,2015-12-27 03:13:29
10031729,Spend the night in the oldest house in Berlin!,https://www.airbnb.com/rooms/10031729,Entire home/apt,1,2437942,$125.00,2015-12-22 21:10:16,2015-12-22 21:10:16
10032730,Family Friendly Apartment,https://www.airbnb.com/rooms/10032730,Entire home/apt,3,51505141,$160.00,2021-11-08 10:04:01,2021-11-08 10:04:01
10033158,26m² room in heart of Kreuzberg,https://www.airbnb.com/rooms/10033158,Private room,1,51505587,$32.00,2015-12-20 00:20:03,2015-12-20 00:20:03
10033310,Top Central New cosy Berlin,https://www.airbnb.com/rooms/10033310,Entire home/apt,93,51508411,$120.00,2015-12-25 13:22:51,2015-12-25 13:22:51
10033369,Mojo,https://www.airbnb.com/rooms/10033369,Private room,1,21181534,$25.00,2021-10-26 07:31:03,2021-10-26 07:31:03
10033578,Charmante 2 Zimmerwohnung,https://www.airbnb.com/rooms/10033578,Entire home/apt,1,51508677,$50.00,2021-11-06 02:55:40,2021-11-06 02:55:40
10034509,"Cosy flat very central, in quiet area",https://www.airbnb.com/rooms/10034509,Entire home/apt,30,51512740,$40.00,2015-12-28 23:23:55,2015-12-28 23:23:55
10034892,1 room apartment in Prenzlauer-Berg,https://www.airbnb.com/rooms/10034892,Entire home/apt,1,51396796,$70.00,2021-10-25 17:10:44,2021-10-25 17:10:44
10039568,Beautiful big room in Pberg,https://www.airbnb.com/rooms/10039568,Private room,2,16135990,$40.00,2015-12-27 00:55:12,2015-12-27 00:55:12
10043384,"[S] very heart of PRENZLAUERBERG, 6 (-8) people",https://www.airbnb.com/rooms/10043384,Entire home/apt,2,909226,$185.00,2016-01-24 06:30:30,2016-01-24 06:30:30
10045303,Lovely Apartment in  Friedrichshain,https://www.airbnb.com/rooms/10045303,Entire home/apt,1,45715140,$38.00,2016-01-04 01:54:07,2016-01-04 01:54:07
10047008,"zentrale, schöne Wohnung für zwei",https://www.airbnb.com/rooms/10047008,Entire home/apt,10,51567830,$37.00,2021-10-25 06:16:45,2021-10-25 06:16:45
10047124,Apartment City Center,https://www.airbnb.com/rooms/10047124,Entire home/apt,2,37469950,$97.00,2015-12-22 06:44:47,2015-12-22 06:44:47
10047913,Beautiful loft in Neukölln!!,https://www.airbnb.com/rooms/10047913,Entire home/apt,1,37870046,$40.00,2016-03-23 08:10:56,2016-03-23 08:10:56
10049057,Cosy and spacious room,https://www.airbnb.com/rooms/10049057,Private room,0,33803398,$30.00,2021-11-16 04:53:01,2021-11-16 04:53:01
10050590,private room in shared flat,https://www.airbnb.com/rooms/10050590,Private room,2,51583947,$45.00,2015-12-26 14:15:54,2015-12-26 14:15:54
10051520,Rooftop LOFT 66 qm + South Terrace,https://www.airbnb.com/rooms/10051520,Entire home/apt,5,51587389,$104.00,2015-12-22 19:30:27,2015-12-22 19:30:27
10051558,cozy flat under the roof,https://www.airbnb.com/rooms/10051558,Entire home/apt,5,25836907,$61.00,2017-06-02 13:34:30,2017-06-02 13:34:30
10052110,1sleep& 1living & 1bigchillkitchen,https://www.airbnb.com/rooms/10052110,Private room,1,51590153,$39.00,2021-11-14 17:35:29,2021-11-14 17:35:29
10052237,cosy room for max. 4 guests,https://www.airbnb.com/rooms/10052237,Private room,2,51590547,$15.00,2016-03-02 13:03:02,2016-03-02 13:03:02
10052650,Altbau-Wohnung,https://www.airbnb.com/rooms/10052650,Private room,1,51592203,$25.00,2021-10-25 09:49:18,2021-10-25 09:49:18
10052934,familienfreundliches Dachgeschoß,https://www.airbnb.com/rooms/10052934,Entire home/apt,7,9064073,$45.00,2015-12-23 08:53:29,2015-12-23 08:53:29
10053291,Studio with terrace,https://www.airbnb.com/rooms/10053291,Entire home/apt,3,3574455,$50.00,2016-02-03 14:39:55,2016-02-03 14:39:55
10063542,Dachgeschosswhg / rooftop apartment,https://www.airbnb.com/rooms/10063542,Private room,1,50822759,$20.00,2015-12-20 01:47:29,2015-12-20 01:47:29
10063584,Bedroom in Shared Flat for 1-2 Ppl.,https://www.airbnb.com/rooms/10063584,Private room,1,51642830,$25.00,2015-12-27 15:00:14,2015-12-27 15:00:14
10064570,Gemütliche 2-Raumwohung in der City,https://www.airbnb.com/rooms/10064570,Entire home/apt,1,15551060,$83.00,2015-12-19 18:42:06,2015-12-19 18:42:06
10064621,Vermiete schönes großes WG- Zimmer,https://www.airbnb.com/rooms/10064621,Private room,1,18137582,$25.00,2021-11-13 10:10:36,2021-11-13 10:10:36
10067529,Warm room/studio in Weißensee,https://www.airbnb.com/rooms/10067529,Entire home/apt,2,51389821,$25.00,2016-02-03 18:20:35,2016-02-03 18:20:35
10067728,Room near ZOB/ICC Messe Nord,https://www.airbnb.com/rooms/10067728,Private room,1,51660980,$50.00,2021-10-21 09:55:56,2021-10-21 09:55:56
10069087,"Central, clean and cozy :)",https://www.airbnb.com/rooms/10069087,Entire home/apt,2,51667677,$83.00,2015-12-25 18:56:32,2015-12-25 18:56:32
10069929,Bright double room in Berlin,https://www.airbnb.com/rooms/10069929,Private room,1,51671248,$25.00,2021-11-19 10:43:04,2021-11-19 10:43:04
10078739,Zimmer in TU-Nähe,https://www.airbnb.com/rooms/10078739,Private room,1,51716465,$42.00,2021-11-08 09:30:42,2021-11-08 09:30:42
10079685,Bright & cozy flat in Prenzl Berg,https://www.airbnb.com/rooms/10079685,Entire home/apt,1,51720664,$80.00,2021-11-15 10:40:13,2021-11-15 10:40:13
10082276,Christmas & New Year´s in Berlin!,https://www.airbnb.com/rooms/10082276,Entire home/apt,1,24745517,$65.00,2021-11-07 20:41:07,2021-11-07 20:41:07
10089959,Private room in Kreuzberg Berlin,https://www.airbnb.com/rooms/10089959,Private room,2,51773775,$45.00,2018-12-21 02:43:39,2018-12-21 02:43:39
10094943,Beautiful room with wooden floor,https://www.airbnb.com/rooms/10094943,Private room,1,51501207,$28.00,2016-01-02 09:27:10,2016-01-02 09:27:10
10097546,enchanting maisonette,https://www.airbnb.com/rooms/10097546,Private room,4,51817833,$90.00,2016-03-20 18:13:06,2016-03-20 18:13:06
10101926,Schöne Einzimmerwohnung in Mitte,https://www.airbnb.com/rooms/10101926,Entire home/apt,1,51840096,$53.00,2015-12-21 20:42:00,2015-12-21 20:42:00
10102875,Sonnige Apartment nähe UBahn,https://www.airbnb.com/rooms/10102875,Entire home/apt,3,51843024,$99.00,2021-11-14 02:15:22,2021-11-14 02:15:22
10103432,Stay in the middle of West Berlin,https://www.airbnb.com/rooms/10103432,Entire home/apt,1,2246793,$60.00,2016-01-19 07:25:28,2016-01-19 07:25:28
10103689,Potsdamer Platz-Top Spot Studio 3,https://www.airbnb.com/rooms/10103689,Entire home/apt,2,22276081,$64.00,2015-12-22 04:32:52,2015-12-22 04:32:52
10109585,Beautiful apartment  Berlin  Schöneberg Akazienst.,https://www.airbnb.com/rooms/10109585,Entire home/apt,7,37113083,$47.00,2017-06-08 12:04:13,2017-06-08 12:04:13
10109899,Quiet room with balcony,https://www.airbnb.com/rooms/10109899,Private room,5,51715237,$30.00,2017-06-05 21:56:07,2017-06-05 21:56:07
10110547,Urban Rooftop Loft. Light & comfortable,https://www.airbnb.com/rooms/10110547,Entire home/apt,3,51885311,$113.00,2015-12-30 03:08:23,2015-12-30 03:08:23
10111077,Nice apart. 5 minutes from KADEWE,https://www.airbnb.com/rooms/10111077,Private room,2,17765075,$60.00,2018-09-12 04:13:49,2018-09-12 04:13:49
10114407,The location is 10 min from Alexander Platz by u5,https://www.airbnb.com/rooms/10114407,Shared room,1,51891596,$35.00,2021-10-30 06:59:42,2021-10-30 06:59:42
10114549,Apartment with cat,https://www.airbnb.com/rooms/10114549,Entire home/apt,1,27490578,$20.00,2021-11-10 01:27:00,2021-11-10 01:27:00
10114814,Berlin in the best atmosphere,https://www.airbnb.com/rooms/10114814,Private room,4,51906700,$35.00,2015-12-24 17:27:23,2015-12-24 17:27:23
10115393,Big room in  Prenzlauer Berg,https://www.airbnb.com/rooms/10115393,Private room,4,51910103,$40.00,2017-08-14 14:30:10,2017-08-14 14:30:10
10115551,Airbnb Apartment,https://www.airbnb.com/rooms/10115551,Private room,1,30298694,$39.00,2015-12-22 07:05:13,2015-12-22 07:05:13
10117666,Airbnb Apartment,https://www.airbnb.com/rooms/10117666,Entire home/apt,1,51921461,$90.00,2015-12-29 20:47:42,2015-12-29 20:47:42
10119265,"Kreuzberg central, quiet & charming",https://www.airbnb.com/rooms/10119265,Entire home/apt,2,8099439,$39.00,2015-12-31 22:48:35,2015-12-31 22:48:35
10120228,"Sunny Altbau in Rixdorf, Neukölln",https://www.airbnb.com/rooms/10120228,Entire home/apt,3,4942409,$50.00,2015-12-21 12:43:44,2015-12-21 12:43:44
10120565,Creative nice 2 Rooms Open Space,https://www.airbnb.com/rooms/10120565,Private room,15,34539507,$23.00,2021-11-10 22:34:08,2021-11-10 22:34:08
10122398,Potsdamer Platz-Top Spot Studio 2,https://www.airbnb.com/rooms/10122398,Entire home/apt,2,22276081,$59.00,2015-12-17 00:13:57,2015-12-17 00:13:57
10122555,"Cozy and welcoming room, quiet during night",https://www.airbnb.com/rooms/10122555,Entire home/apt,5,24689787,$49.00,2016-05-09 20:10:37,2016-05-09 20:10:37
10122824,Great-view apartment in Neukölln,https://www.airbnb.com/rooms/10122824,Entire home/apt,1,46401301,$60.00,2015-12-31 16:08:33,2015-12-31 16:08:33
10127750,Zimmer mit Balkon in netter 3er WG,https://www.airbnb.com/rooms/10127750,Private room,2,51975484,$22.00,2021-11-14 03:41:09,2021-11-14 03:41:09
10128065,Entspanntes Wohnen mit bester Lage!,https://www.airbnb.com/rooms/10128065,Entire home/apt,7,19985290,$30.00,2021-11-07 05:26:41,2021-11-07 05:26:41
10128323,Togostrasse,https://www.airbnb.com/rooms/10128323,Entire home/apt,1,6923662,$35.00,2021-11-18 08:36:33,2021-11-18 08:36:33
10128384,Gemütliche 2-Zimmer-Wohnung in Friedrichsfelde,https://www.airbnb.com/rooms/10128384,Entire home/apt,1,26779945,$45.00,2021-10-22 15:29:02,2021-10-22 15:29:02
10129665,Licht und Sonne! Light and sun!,https://www.airbnb.com/rooms/10129665,Entire home/apt,1,51984795,$48.00,2021-10-22 10:09:12,2021-10-22 10:09:12
10130248,Central flat near Potsdamer Platz,https://www.airbnb.com/rooms/10130248,Entire home/apt,2,13284476,$89.00,2015-12-27 09:54:24,2015-12-27 09:54:24
10130931,bright room/suite in beautiful Berlin app,https://www.airbnb.com/rooms/10130931,Private room,1,51991295,$31.00,2016-03-19 20:13:36,2016-03-19 20:13:36
10131837,Quasi-apartment / 2  rooms in NEUKÖLLN!,https://www.airbnb.com/rooms/10131837,Private room,2,51948019,$29.00,2016-07-24 17:28:17,2016-07-24 17:28:17
10138093,cosy flat in vibrant Neukölln,https://www.airbnb.com/rooms/10138093,Entire home/apt,1,52028112,$40.00,2015-12-24 10:36:44,2015-12-24 10:36:44
10146404,Tommy`s Lounge,https://www.airbnb.com/rooms/10146404,Private room,1,48067170,$30.00,2021-10-21 21:09:25,2021-10-21 21:09:25
10147019,Landsberger Allee WG,https://www.airbnb.com/rooms/10147019,Private room,1,52076119,$26.00,2021-10-25 09:19:36,2021-10-25 09:19:36
10154345,Freundlicher Altbau,https://www.airbnb.com/rooms/10154345,Private room,1,41613056,$25.00,2021-11-03 19:43:54,2021-11-03 19:43:54
10154785,Airbnb Apartment,https://www.airbnb.com/rooms/10154785,Entire home/apt,2,52118104,$49.00,2016-03-26 07:16:17,2016-03-26 07:16:17
10157231,Quiet space in vibrant Berlin,https://www.airbnb.com/rooms/10157231,Private room,1,6162307,$30.00,2015-12-29 00:18:14,2015-12-29 00:18:14
10158674,Cosy apartment in Berlin City,https://www.airbnb.com/rooms/10158674,Entire home/apt,1,12327546,$60.00,2015-12-19 18:57:04,2015-12-19 18:57:04
10160886,"quiet & cozy private room in south ""neukölln""",https://www.airbnb.com/rooms/10160886,Private room,10,52155493,$15.00,2018-02-11 09:30:37,2018-02-11 09:30:37
10168661,Sehr gemütliches Zimmer!,https://www.airbnb.com/rooms/10168661,Private room,1,52202834,$21.00,2021-10-24 22:52:06,2021-10-24 22:52:06
10171931,zur alten Werkstatt,https://www.airbnb.com/rooms/10171931,Private room,5,52224371,$35.00,2021-11-04 18:44:57,2021-11-04 18:44:57
10172415,Luxury & Large Room,https://www.airbnb.com/rooms/10172415,Private room,2,1473572,$21.00,2015-12-26 01:29:36,2015-12-26 01:29:36
10173318,Entire Hause in Kreuzberg,https://www.airbnb.com/rooms/10173318,Entire home/apt,2,52229437,$42.00,2016-01-13 09:40:59,2016-01-13 09:40:59
10177234,Nice Room in a great Neighbourhood,https://www.airbnb.com/rooms/10177234,Private room,4,10330060,$20.00,2021-11-04 01:37:38,2021-11-04 01:37:38
10181676,"Central, bright and cosy apt!",https://www.airbnb.com/rooms/10181676,Entire home/apt,5,40955804,$45.00,2015-12-27 04:03:34,2015-12-27 04:03:34
10186739,Stylish and Spacious Guestroom,https://www.airbnb.com/rooms/10186739,Private room,1,10548938,$25.00,2016-05-03 00:03:11,2016-05-03 00:03:11
10187292,Berlin Kreuzberg - 100 qm Altbauwohnung,https://www.airbnb.com/rooms/10187292,Entire home/apt,3,3510582,$160.00,2021-11-05 12:55:30,2021-11-05 12:55:30
10190949,Nice bedroom in Berlin-Treptow,https://www.airbnb.com/rooms/10190949,Private room,4,5402365,$150.00,2016-05-27 10:11:40,2016-05-27 10:11:40
10197522,Cozy Flat Prenzlauerberg,https://www.airbnb.com/rooms/10197522,Entire home/apt,1,14687907,$60.00,2021-11-05 14:30:33,2021-11-05 14:30:33
10198221,"Central 3 room Appartment, 90 qm",https://www.airbnb.com/rooms/10198221,Entire home/apt,50,49234052,$36.00,2015-12-26 05:06:20,2015-12-26 05:06:20
10199894,Dachgeschoß Spreeblick Oberbaumbr.,https://www.airbnb.com/rooms/10199894,Entire home/apt,6,52397861,$20.00,2016-02-20 11:48:34,2016-02-20 11:48:34
10202103,Cozy room in the heart of Kreuzberg,https://www.airbnb.com/rooms/10202103,Private room,1,44230864,$90.00,2021-10-24 08:35:54,2021-10-24 08:35:54
10206864,Ruhiges Zimmer in Neukölln,https://www.airbnb.com/rooms/10206864,Private room,4,10155960,$40.00,2019-10-26 01:41:40,2019-10-26 01:41:40
10214749,Small apartment in Friedrichshain,https://www.airbnb.com/rooms/10214749,Entire home/apt,28,52108855,$50.00,2016-01-13 00:23:25,2016-01-13 00:23:25
10216130,Gemütlich Leben am Carl Herz Ufer,https://www.airbnb.com/rooms/10216130,Entire home/apt,1,1855964,$100.00,2016-04-29 01:07:16,2016-04-29 01:07:16
10216819,BIG BEAUTIFUL ROOM FHain,https://www.airbnb.com/rooms/10216819,Private room,1,52498946,$23.00,2016-01-05 06:59:55,2016-01-05 06:59:55
10218450,Clean Minimalist Room - Neukölln,https://www.airbnb.com/rooms/10218450,Private room,1,17952659,$45.00,2015-12-27 23:07:37,2015-12-27 23:07:37
10218913,BIG COZY ROOM,https://www.airbnb.com/rooms/10218913,Private room,1,52498946,$30.00,2015-12-28 04:00:17,2015-12-28 04:00:17
10226031,Contemporary Studio,https://www.airbnb.com/rooms/10226031,Entire home/apt,4,52547830,$113.00,2015-12-25 02:40:03,2015-12-25 02:40:03
10229937,Comfortable with waterbed on the outskirts of town,https://www.airbnb.com/rooms/10229937,Entire home/apt,3,48598844,$65.00,2016-04-24 08:57:10,2016-04-24 08:57:10
10231998,Ab durch die Mitte !,https://www.airbnb.com/rooms/10231998,Entire home/apt,1,52581674,$35.00,2015-12-31 20:20:32,2015-12-31 20:20:32
10241230,Freundliche Wohnung in Kreuzkölln,https://www.airbnb.com/rooms/10241230,Entire home/apt,1,33345569,$60.00,2021-10-30 18:05:31,2021-10-30 18:05:31
10242926,WG Zimmer im Prezlauer Berg,https://www.airbnb.com/rooms/10242926,Private room,6,52646342,$18.00,2018-09-03 10:43:01,2018-09-03 10:43:01
10243938,25qm-Zimmer/ Spacious private room Friedrichshain,https://www.airbnb.com/rooms/10243938,Private room,3,8027749,$25.00,2015-12-27 17:46:20,2015-12-27 17:46:20
10246084,1 Zimmer direkt am Tiergarten,https://www.airbnb.com/rooms/10246084,Entire home/apt,3,44336966,$44.00,2021-11-07 02:21:48,2021-11-07 02:21:48
10246417,Geschmackvolles Apartment Kreuzberg,https://www.airbnb.com/rooms/10246417,Entire home/apt,93,13783177,$48.00,2016-08-10 20:23:46,2016-08-10 20:23:46
10264951,Zimmer im Szene Bezirk  F-Hain,https://www.airbnb.com/rooms/10264951,Private room,1,52778138,$50.00,2015-12-28 17:49:43,2015-12-28 17:49:43
10266677,Comfy Room in the heart of Berlin,https://www.airbnb.com/rooms/10266677,Private room,2,1843138,$52.00,2016-02-04 09:21:37,2016-02-04 09:21:37
10289913,"Lovely,central apartment in Prenzlauer Berg- 67 m2",https://www.airbnb.com/rooms/10289913,Entire home/apt,3,52933591,$180.00,2016-01-18 21:50:23,2016-01-18 21:50:23
10301548,Kreuzberg Family Apartment with patio/gardenhouse,https://www.airbnb.com/rooms/10301548,Entire home/apt,7,2118401,$118.00,2016-01-13 14:29:18,2016-01-13 14:29:18
10305300,Design-Wohnung am Arkona Platz,https://www.airbnb.com/rooms/10305300,Entire home/apt,3,2429694,$123.00,2016-05-01 17:25:25,2016-05-01 17:25:25
10309253,"Top-Apartment, sonnig und citynah",https://www.airbnb.com/rooms/10309253,Entire home/apt,92,22675898,$52.00,2021-11-05 07:02:17,2021-11-05 07:02:17
10313763,Musiker Appartement in X-Berg 36,https://www.airbnb.com/rooms/10313763,Entire home/apt,7,53067818,$45.00,2016-02-04 22:10:55,2016-02-04 22:10:55
10325781,Pearl of Neukölln,https://www.airbnb.com/rooms/10325781,Private room,1,4486672,$30.00,2016-01-21 22:55:24,2016-01-21 22:55:24
10326110,25 sqm Room Prenzlauer Berg / VEGAN,https://www.airbnb.com/rooms/10326110,Private room,3,15116552,$19.00,2016-02-07 05:34:25,2016-02-07 05:34:25
10326238,TOP 25 sqm f. CAT FRIENDs Prenzl Bg,https://www.airbnb.com/rooms/10326238,Private room,3,15116552,$20.00,2016-03-31 22:56:33,2016-03-31 22:56:33
10326781,Bright and Cosy Apartment - Ku'Damm,https://www.airbnb.com/rooms/10326781,Entire home/apt,0,25470108,$77.00,2016-02-05 00:14:21,2016-02-05 00:14:21
10327702,8-Zi Maisonette Wohnung,https://www.airbnb.com/rooms/10327702,Entire home/apt,1,38523573,$95.00,2021-11-17 07:24:49,2021-11-17 07:24:49
10329556,"Big, Modern & central apartment",https://www.airbnb.com/rooms/10329556,Entire home/apt,21,53155471,$140.00,2021-10-22 15:21:20,2021-10-22 15:21:20
10332030,250 SQM STORAGE LOFT APARTMENT SONNENALLEE,https://www.airbnb.com/rooms/10332030,Entire home/apt,3,86173,$360.00,2016-02-27 13:37:22,2016-02-27 13:37:22
10334964,Gemütliches Zimmer am S-Bahnhof,https://www.airbnb.com/rooms/10334964,Private room,1,22945429,$20.00,2021-11-05 20:50:56,2021-11-05 20:50:56
10335233,Ruhig gelegene & schöne Wohnung - Prenzlauer Berg.,https://www.airbnb.com/rooms/10335233,Entire home/apt,12,53185812,$43.00,2021-07-13 09:15:23,2021-07-13 09:15:23
10346622,Cosy room in spacious appartement,https://www.airbnb.com/rooms/10346622,Private room,7,45362991,$28.00,2016-02-14 10:06:24,2016-02-14 10:06:24
10348042,"65qm Loft, quiet, cozy, Park+Spree",https://www.airbnb.com/rooms/10348042,Private room,5,29390544,$40.00,2016-07-22 01:36:06,2016-07-22 01:36:06
10360111,Big room in shared flat,https://www.airbnb.com/rooms/10360111,Private room,1,53321230,$40.00,2021-10-23 00:14:51,2021-10-23 00:14:51
10360635,Charmante Wohnung am Treptower Park,https://www.airbnb.com/rooms/10360635,Entire home/apt,2,11180297,$70.00,2016-02-11 22:18:46,2016-02-11 22:18:46
10374971,Spacious room with cozy balcony,https://www.airbnb.com/rooms/10374971,Private room,1,8486798,$35.00,2016-02-12 17:50:22,2016-02-12 17:50:22
10375507,"Charlottenburg, Berlin",https://www.airbnb.com/rooms/10375507,Entire home/apt,30,52747435,$43.00,2016-02-26 00:47:09,2016-02-26 00:47:09
10380276,Cosy room near Mauerpark,https://www.airbnb.com/rooms/10380276,Private room,2,1207835,$40.00,2016-02-19 19:24:12,2016-02-19 19:24:12
10380465,Perfect place in Neukölln,https://www.airbnb.com/rooms/10380465,Private room,3,16698845,$21.00,2016-04-23 08:51:11,2016-04-23 08:51:11
10381286,"Ruhiges, schönes Zimmer (16 qm) in perfekter Lage",https://www.airbnb.com/rooms/10381286,Private room,2,5858480,$49.00,2016-07-27 21:55:43,2016-07-27 21:55:43
10383055,Big furnished room near Tubestation,https://www.airbnb.com/rooms/10383055,Private room,10,53448879,$18.00,2021-11-05 05:39:36,2021-11-05 05:39:36
10384926,Spacious flat in Berlin,https://www.airbnb.com/rooms/10384926,Entire home/apt,15,32245189,$48.00,2021-11-05 03:07:16,2021-11-05 03:07:16
10386974,Nice and comfy room in Berlin! 20 min. to Alex,https://www.airbnb.com/rooms/10386974,Private room,2,13254396,$46.00,2017-08-27 20:40:00,2017-08-27 20:40:00
10394625,Apartment in 50m from metro station,https://www.airbnb.com/rooms/10394625,Entire home/apt,30,52747435,$60.00,2016-04-01 09:44:56,2016-04-01 09:44:56
10395161,Apartment in Thaterstreat,https://www.airbnb.com/rooms/10395161,Entire home/apt,30,52747435,$30.00,2016-06-21 01:23:12,2016-06-21 01:23:12
10399455,Chic Bright apartment at perfect triangle location,https://www.airbnb.com/rooms/10399455,Private room,2,40255982,$35.00,2017-05-17 20:00:35,2017-05-17 20:00:35
10400316,Nice and cozy room in Kreuzberg,https://www.airbnb.com/rooms/10400316,Private room,1,53549768,$17.00,2021-10-27 08:23:02,2021-10-27 08:23:02
10400554,Nice room in schöneberg,https://www.airbnb.com/rooms/10400554,Private room,2,43370113,$30.00,2016-01-04 10:39:31,2016-01-04 10:39:31
10402953,Cosy room in perfect location,https://www.airbnb.com/rooms/10402953,Private room,1,9870087,$34.00,2016-02-15 18:18:22,2016-02-15 18:18:22
10407289,Kreuzberger Kiez Wohnung,https://www.airbnb.com/rooms/10407289,Entire home/apt,3,53591283,$40.00,2016-06-14 09:13:25,2016-06-14 09:13:25
10411401,Furnished big and bright room in Bergmannkiez,https://www.airbnb.com/rooms/10411401,Shared room,3,18618088,$37.00,2018-07-17 20:59:49,2018-07-17 20:59:49
10412912,Holidays in Berlin Kreuzberg,https://www.airbnb.com/rooms/10412912,Entire home/apt,4,53623589,$60.00,2016-01-17 04:25:06,2016-01-17 04:25:06
10420419,Neukölln,https://www.airbnb.com/rooms/10420419,Private room,7,52622613,$20.00,2016-09-28 22:17:06,2016-09-28 22:17:06
10422965,Modern flat in the heart of Berlin,https://www.airbnb.com/rooms/10422965,Entire home/apt,2,12154423,$153.00,2016-01-13 03:31:30,2016-01-13 03:31:30
10423394,light and bright fabric floor in Schöneberg.,https://www.airbnb.com/rooms/10423394,Entire home/apt,5,53684639,$85.00,2016-02-26 02:29:19,2016-02-26 02:29:19
10424157,Airbnb Apartment,https://www.airbnb.com/rooms/10424157,Private room,3,53687492,$40.00,2021-10-27 14:32:20,2021-10-27 14:32:20
10424987,Cosy Place in Mitte,https://www.airbnb.com/rooms/10424987,Entire home/apt,60,5400207,$36.00,2016-01-22 12:43:25,2016-01-22 12:43:25
10427951,Charming bright apartment with balcony,https://www.airbnb.com/rooms/10427951,Entire home/apt,4,23057711,$79.00,2017-09-04 14:25:29,2017-09-04 14:25:29
10431434,Individual Design Appartment,https://www.airbnb.com/rooms/10431434,Entire home/apt,1,47368524,$95.00,2016-04-29 06:29:49,2016-04-29 06:29:49
10449594,Großzügiges 4-Zimmer-Apartment im Hotel Oderberger,https://www.airbnb.com/rooms/10449594,Hotel room,1,8488840,$542.00,2019-05-22 07:55:43,2019-05-22 07:55:43
10461373,well fitted studio apartment,https://www.airbnb.com/rooms/10461373,Entire home/apt,1,51894996,$29.00,2021-11-13 11:07:06,2021-11-13 11:07:06
10483677,Great central city apartment Mitte,https://www.airbnb.com/rooms/10483677,Entire home/apt,1,54039179,$180.00,2016-01-27 21:49:46,2016-01-27 21:49:46
10484647,Wedding is Wedding,https://www.airbnb.com/rooms/10484647,Entire home/apt,1,50056316,$15.00,2021-11-05 16:34:59,2021-11-05 16:34:59
10485258,Large modern flat- Treptow/Neukölln,https://www.airbnb.com/rooms/10485258,Entire home/apt,1,3283542,$45.00,2021-11-16 17:59:08,2021-11-16 17:59:08
10488330,Habitación Doble Centro,https://www.airbnb.com/rooms/10488330,Private room,1,50061239,$20.00,2021-10-31 14:56:44,2021-10-31 14:56:44
10492561,Ricardo's & Angely's Place :),https://www.airbnb.com/rooms/10492561,Private room,2,54084595,$50.00,2016-01-22 16:21:25,2016-01-22 16:21:25
10497486,Sehr helle 1-Zimmerwohnung im Roman,https://www.airbnb.com/rooms/10497486,Entire home/apt,2,54117705,$40.00,2016-01-24 02:42:42,2016-01-24 02:42:42
10507195,Art Noveau Apartm.,https://www.airbnb.com/rooms/10507195,Entire home/apt,4,35452711,$105.00,2016-01-22 09:10:08,2016-01-22 09:10:08
10508462,Двухкомнатная квартира на Штаакенер (19),https://www.airbnb.com/rooms/10508462,Entire home/apt,30,52747435,$39.00,2018-07-01 19:43:03,2018-07-01 19:43:03
10508713,"Berlin cozy, big and bright room",https://www.airbnb.com/rooms/10508713,Private room,10,54113594,$28.00,2016-01-21 00:37:33,2016-01-21 00:37:33
10509712,Super cozy room next to Boxhagener Platz,https://www.airbnb.com/rooms/10509712,Private room,3,54185699,$35.00,2016-02-01 17:41:55,2016-02-01 17:41:55
10509987,"Beautiful spacious top floor apartment, 60 sqm",https://www.airbnb.com/rooms/10509987,Entire home/apt,3,35806623,$65.00,2016-03-29 22:56:04,2016-03-29 22:56:04
10511963,Cosy room in Berlins heart!,https://www.airbnb.com/rooms/10511963,Private room,3,50995835,$30.00,2016-03-25 03:21:42,2016-03-25 03:21:42
10516308,Warm & Cosy Studio in Peaceful Neukölln!,https://www.airbnb.com/rooms/10516308,Entire home/apt,5,7793193,$89.00,2016-01-27 18:15:35,2016-01-27 18:15:35
10516453,Rose,https://www.airbnb.com/rooms/10516453,Entire home/apt,3,53597265,$120.00,2017-03-01 22:53:14,2017-03-01 22:53:14
10517224,"Altbauzimmer in Neukölln, zentral",https://www.airbnb.com/rooms/10517224,Private room,1,54224455,$16.00,2016-01-09 12:59:04,2016-01-09 12:59:04
10517452,Cozy room in central Berlin,https://www.airbnb.com/rooms/10517452,Private room,3,48047539,$25.00,2016-03-15 03:54:54,2016-03-15 03:54:54
10519828,3-Zimmer-Altbau in Prenzlauer Berg,https://www.airbnb.com/rooms/10519828,Entire home/apt,1,54238656,$58.00,2016-02-17 16:23:50,2016-02-17 16:23:50
