status_id,race_id,driver_id,constructor_id,result_id,grid,position_order,points,laps,fastest_lap_time,fastest_lap_speed,lap_time,lap_milliseconds,lap_number,fastest_lap,position,rank,status_desc,position_desc
4,259,83,32,5219,22,25,0.0,0,,,,,11,,,,Collision,retired
3,259,107,31,5220,0,26,0.0,0,,,,,32,,,,Accident,withdrew
82,259,22,17,5221,0,27,0.0,0,,,,,14,,,,Injury,failed to qualify
81,259,108,30,5222,0,28,0.0,0,,,,,33,,,,Did not qualify,failed to qualify
6,260,65,32,5234,16,12,0.0,68,,,,,12,,,,Gearbox,retired
68,260,108,30,5235,24,13,0.0,53,,,,,33,,,,Physical,retired
6,260,92,30,5236,23,14,0.0,49,,,,,34,,,,Gearbox,retired
6,260,104,29,5237,6,15,0.0,47,,,,,9,,,,Gearbox,retired
5,260,101,31,5238,22,16,0.0,45,,,,,31,,,,Engine,retired
5,260,87,25,5239,10,17,0.0,40,,,,,4,,,,Engine,retired
6,260,79,25,5240,11,18,0.0,38,,,,,3,,,,Gearbox,retired
20,260,103,27,5241,21,19,0.0,34,,,,,25,,,,Spun off,retired
10,260,22,17,5242,15,20,0.0,27,,,,,14,,,,Electrical,retired
4,260,57,1,5243,2,21,0.0,0,,,,,7,,,,Collision,retired
4,260,71,3,5244,4,22,0.0,0,,,,,0,,,,Collision,retired
4,260,81,29,5245,7,23,0.0,0,,,,,10,,,,Collision,retired
4,260,94,18,5246,9,24,0.0,0,,,,,23,,,,Collision,retired
54,260,49,15,5247,0,25,0.0,0,,,,,30,,,,Withdrew,withdrew
82,260,91,15,5248,0,26,0.0,0,,,,,29,,,,Injury,withdrew
5,261,109,22,5260,4,12,0.0,53,,,,,6,,,,Engine,retired
5,261,57,1,5261,3,13,0.0,48,,,,,7,,,,Engine,retired
20,261,65,32,5262,22,14,0.0,41,,,,,12,,,,Spun off,retired
20,261,22,17,5263,5,15,0.0,39,,,,,14,,,,Spun off,retired
5,261,104,29,5264,21,16,0.0,35,,,,,9,,,,Engine,retired
10,261,14,3,5265,9,17,0.0,32,,,,,2,,,,Electrical,retired
41,261,92,30,5266,25,18,0.0,32,,,,,34,,,,Broken wing,retired
6,261,77,6,5267,7,19,0.0,27,,,,,28,,,,Gearbox,retired
69,261,81,29,5268,15,20,0.0,24,,,,,10,,,,Fuel system,retired
6,261,49,15,5269,12,21,0.0,21,,,,,30,,,,Gearbox,retired
21,261,100,33,5270,16,22,0.0,19,,,,,20,,,,Radiator,retired
5,261,79,25,5271,10,23,0.0,16,,,,,3,,,,Engine,retired
5,261,105,18,5272,14,24,0.0,4,,,,,24,,,,Engine,retired
20,261,108,30,5273,26,25,0.0,2,,,,,33,,,,Spun off,retired
5,261,106,33,5274,17,26,0.0,0,,,,,19,,,,Engine,retired
82,261,85,31,5275,0,27,0.0,0,,,,,32,,,,Injury,withdrew
2,262,104,29,5291,16,16,0.0,68,,,,,9,,,,Disqualified,disqualified
5,262,57,1,5292,7,17,0.0,61,,,,,7,,,,Engine,retired
5,262,106,33,5293,22,18,0.0,57,,,,,19,,,,Engine,retired
7,262,81,29,5294,11,19,0.0,50,,,,,10,,,,Transmission,retired
51,262,92,30,5295,26,20,0.0,47,,,,,34,,,,Oil pressure,retired
8,262,100,33,5296,21,21,0.0,45,,,,,20,,,,Clutch,retired
3,262,79,25,5297,9,22,0.0,44,,,,,3,,,,Accident,retired
20,262,56,17,5298,8,23,0.0,40,,,,,15,,,,Spun off,retired
51,262,110,15,5299,14,24,0.0,24,,,,,29,,,,Oil pressure,retired
20,262,49,15,5300,10,25,0.0,5,,,,,30,,,,Spun off,retired
10,262,84,1,5301,12,26,0.0,3,,,,,8,,,,Electrical,retired
81,262,108,30,5302,0,27,0.0,0,,,,,33,,,,Did not qualify,failed to qualify
20,263,79,25,5314,14,12,0.0,53,,,,,3,,,,Spun off,retired
5,263,57,1,5315,9,13,0.0,48,,,,,7,,,,Engine,retired
6,263,95,3,5316,2,14,0.0,45,,,,,2,,,,Gearbox,retired
4,263,55,6,5317,4,15,0.0,41,,,,,27,,,,Collision,retired
4,263,22,17,5318,7,16,0.0,41,,,,,14,,,,Collision,retired
6,263,103,27,5319,15,17,0.0,40,,,,,25,,,,Gearbox,retired
5,263,106,33,5320,25,18,0.0,36,,,,,19,,,,Engine,retired
5,263,84,1,5321,12,19,0.0,29,,,,,8,,,,Engine,retired
4,263,81,29,5322,22,20,0.0,28,,,,,10,,,,Collision,retired
4,263,44,27,5323,13,21,0.0,28,,,,,26,,,,Collision,retired
7,263,101,31,5324,24,22,0.0,28,,,,,31,,,,Transmission,retired
20,263,50,22,5325,8,23,0.0,25,,,,,6,,,,Spun off,retired
6,263,56,17,5326,6,24,0.0,24,,,,,15,,,,Gearbox,retired
5,263,105,18,5327,21,25,0.0,21,,,,,24,,,,Engine,retired
5,263,70,32,5328,23,26,0.0,20,,,,,11,,,,Engine,retired
81,263,108,30,5329,0,27,0.0,0,,,,,33,,,,Did not qualify,failed to qualify
81,263,92,30,5330,0,28,0.0,0,,,,,34,,,,Did not qualify,failed to qualify
2,264,30,22,5347,2,17,0.0,60,,,,,5,,,,Disqualified,disqualified
5,264,105,18,5348,17,18,0.0,48,,,,,24,,,,Engine,retired
5,264,77,6,5349,3,19,0.0,32,,,,,28,,,,Engine,retired
6,264,87,25,5350,11,20,0.0,20,,,,,4,,,,Gearbox,retired
5,264,100,33,5351,22,21,0.0,12,,,,,20,,,,Engine,retired
5,264,110,15,5352,18,22,0.0,11,,,,,29,,,,Engine,retired
5,264,81,29,5353,16,23,0.0,5,,,,,10,,,,Engine,retired
5,264,70,32,5354,19,24,0.0,4,,,,,11,,,,Engine,retired
5,264,84,1,5355,9,25,0.0,0,,,,,8,,,,Engine,retired
5,264,56,17,5356,12,26,0.0,0,,,,,15,,,,Engine,retired
81,264,92,30,5357,0,27,0.0,0,,,,,34,,,,Did not qualify,failed to qualify
81,264,108,30,5358,0,28,0.0,0,,,,,33,,,,Did not qualify,failed to qualify
5,265,111,31,5367,26,9,0.0,39,,,,,32,,,,Engine,retired
8,265,101,31,5368,25,10,0.0,37,,,,,31,,,,Clutch,retired
5,265,30,22,5369,4,11,0.0,20,,,,,5,,,,Engine,retired
5,265,84,1,5370,13,12,0.0,19,,,,,8,,,,Engine,retired
10,265,14,3,5371,6,13,0.0,17,,,,,2,,,,Electrical,retired
42,265,50,22,5372,19,14,0.0,15,,,,,6,,,,Heat shield fire,retired
37,265,79,25,5373,5,15,0.0,6,,,,,3,,,,Throttle,retired
10,265,55,6,5374,2,16,0.0,1,,,,,27,,,,Electrical,retired
4,265,87,25,5375,7,17,0.0,0,,,,,4,,,,Collision,retired
4,265,57,1,5376,8,18,0.0,0,,,,,7,,,,Collision,retired
4,265,49,15,5377,9,19,0.0,0,,,,,30,,,,Collision,retired
4,265,56,17,5378,10,20,0.0,0,,,,,15,,,,Collision,retired
4,265,22,17,5379,11,21,0.0,0,,,,,14,,,,Collision,retired
4,265,65,32,5380,15,22,0.0,0,,,,,12,,,,Collision,retired
4,265,110,15,5381,18,23,0.0,0,,,,,29,,,,Collision,retired
4,265,94,18,5382,20,24,0.0,0,,,,,23,,,,Collision,retired
4,265,70,32,5383,21,25,0.0,0,,,,,11,,,,Collision,retired
4,265,105,18,5384,23,26,0.0,0,,,,,24,,,,Collision,retired
81,265,92,30,5385,0,27,0.0,0,,,,,34,,,,Did not qualify,failed to qualify
81,265,108,30,5386,0,28,0.0,0,,,,,33,,,,Did not qualify,failed to qualify
20,266,14,3,5401,3,15,0.0,59,,,,,2,,,,Spun off,retired
6,266,55,6,5402,13,16,0.0,58,,,,,27,,,,Gearbox,retired
20,266,94,18,5403,15,17,0.0,58,,,,,23,,,,Spun off,retired
6,266,49,15,5404,8,18,0.0,39,,,,,30,,,,Gearbox,retired
10,266,65,32,5405,24,19,0.0,34,,,,,12,,,,Electrical,retired
4,266,110,15,5406,17,20,0.0,30,,,,,29,,,,Collision,retired
4,266,81,29,5407,19,21,0.0,30,,,,,10,,,,Collision,retired
47,266,112,1,5408,14,22,0.0,21,,,,,7,,,,Water leak,retired
64,266,111,31,5409,26,23,0.0,9,,,,,32,,,,Handling,retired
4,266,79,25,5410,5,24,0.0,0,,,,,3,,,,Collision,retired
4,266,56,17,5411,7,25,0.0,0,,,,,15,,,,Collision,retired
4,266,22,17,5412,10,26,0.0,0,,,,,14,,,,Collision,retired
81,266,92,30,5413,0,27,0.0,0,,,,,34,,,,Did not qualify,failed to qualify
81,266,108,30,5414,0,28,0.0,0,,,,,33,,,,Did not qualify,failed to qualify
2,267,30,22,5428,2,14,0.0,44,,,,,5,,,,Disqualified,disqualified
5,267,104,29,5429,24,15,0.0,33,,,,,9,,,,Engine,retired
36,267,101,31,5430,21,16,0.0,29,,,,,31,,,,Wheel,retired
37,267,110,15,5431,15,17,0.0,27,,,,,29,,,,Throttle,retired
20,267,84,1,5432,13,18,0.0,24,,,,,8,,,,Spun off,retired
20,267,22,17,5433,1,19,0.0,19,,,,,14,,,,Spun off,retired
5,267,79,25,5434,23,20,0.0,18,,,,,3,,,,Engine,retired
20,267,113,32,5435,26,21,0.0,15,,,,,11,,,,Spun off,retired
5,267,77,6,5436,11,22,0.0,11,,,,,28,,,,Engine,retired
5,267,112,33,5437,19,23,0.0,11,,,,,19,,,,Engine,retired
86,267,49,15,5438,9,24,0.0,10,,,,,30,,,,Halfshaft,retired
5,267,100,33,5439,22,25,0.0,3,,,,,20,,,,Engine,retired
5,267,55,6,5440,5,26,0.0,2,,,,,27,,,,Engine,retired
81,267,92,30,5441,0,27,0.0,0,,,,,34,,,,Did not qualify,failed to qualify
81,267,108,30,5442,0,28,0.0,0,,,,,33,,,,Did not qualify,failed to qualify
29,268,101,31,5453,26,11,0.0,46,,,,,31,,,,Puncture,retired
20,268,79,25,5454,14,12,0.0,45,,,,,3,,,,Spun off,retired
5,268,104,29,5455,19,13,0.0,43,,,,,9,,,,Engine,retired
5,268,56,17,5456,9,14,0.0,41,,,,,15,,,,Engine,retired
20,268,87,25,5457,21,15,0.0,39,,,,,4,,,,Spun off,retired
20,268,94,18,5458,18,16,0.0,30,,,,,23,,,,Spun off,retired
6,268,105,18,5459,22,17,0.0,28,,,,,24,,,,Gearbox,retired
5,268,49,15,5460,11,18,0.0,22,,,,,30,,,,Engine,retired
5,268,110,15,5461,8,19,0.0,20,,,,,29,,,,Engine,retired
6,268,111,31,5462,25,20,0.0,20,,,,,32,,,,Gearbox,retired
20,268,114,33,5463,23,21,0.0,18,,,,,19,,,,Spun off,retired
6,268,55,6,5464,1,22,0.0,14,,,,,27,,,,Gearbox,retired
91,268,65,32,5465,4,23,0.0,13,,,,,12,,,,Alternator,retired
4,268,50,22,5466,10,24,0.0,0,,,,,6,,,,Collision,retired
4,268,70,32,5467,13,25,0.0,0,,,,,11,,,,Collision,retired
4,268,81,29,5468,17,26,0.0,0,,,,,10,,,,Collision,retired
81,268,92,30,5469,0,27,0.0,0,,,,,34,,,,Did not qualify,failed to qualify
81,268,108,30,5470,0,28,0.0,0,,,,,33,,,,Did not qualify,failed to qualify
2,269,44,27,5487,15,17,0.0,70,,,,,26,,,,Disqualified,disqualified
5,269,87,25,5488,12,18,0.0,61,,,,,4,,,,Engine,retired
20,269,109,22,5489,14,19,0.0,60,,,,,5,,,,Spun off,retired
20,269,110,15,5490,17,20,0.0,54,,,,,29,,,,Spun off,retired
4,269,55,6,5491,5,21,0.0,38,,,,,27,,,,Collision,retired
4,269,101,31,5492,24,22,0.0,36,,,,,31,,,,Collision,retired
24,269,49,15,5493,9,23,0.0,31,,,,,30,,,,Differential,retired
22,269,100,33,5494,22,24,0.0,27,,,,,20,,,,Suspension,retired
6,269,79,25,5495,6,25,0.0,26,,,,,3,,,,Gearbox,retired
6,269,77,6,5496,1,26,0.0,7,,,,,28,,,,Gearbox,retired
81,269,92,30,5497,0,27,0.0,0,,,,,34,,,,Did not qualify,failed to qualify
81,269,108,30,5498,0,28,0.0,0,,,,,33,,,,Did not qualify,failed to qualify
20,270,95,3,5518,3,20,0.0,47,,,,,2,,,,Spun off,retired
5,270,101,31,5519,25,21,0.0,42,,,,,31,,,,Engine,retired
37,270,110,15,5520,18,22,0.0,37,,,,,29,,,,Throttle,retired
91,270,100,33,5521,23,23,0.0,37,,,,,20,,,,Alternator,retired
20,270,50,22,5522,12,24,0.0,15,,,,,6,,,,Spun off,retired
6,270,115,33,5523,24,25,0.0,10,,,,,19,,,,Gearbox,retired
5,270,84,1,5524,15,26,0.0,8,,,,,8,,,,Engine,retired
81,270,92,30,5525,0,27,0.0,0,,,,,34,,,,Did not qualify,failed to qualify
81,270,108,30,5526,0,28,0.0,0,,,,,33,,,,Did not qualify,failed to qualify
5,271,87,25,5540,13,14,0.0,26,,,,,4,,,,Engine,retired
6,271,22,17,5541,10,15,0.0,16,,,,,14,,,,Gearbox,retired
20,271,84,1,5542,9,16,0.0,13,,,,,8,,,,Spun off,retired
20,271,81,29,5543,12,17,0.0,13,,,,,10,,,,Spun off,retired
80,271,77,6,5544,11,18,0.0,10,,,,,28,,,,Ignition,retired
4,271,116,27,5545,20,19,0.0,10,,,,,25,,,,Collision,retired
4,271,94,18,5546,16,20,0.0,10,,,,,23,,,,Collision,retired
20,271,105,18,5547,21,21,0.0,10,,,,,24,,,,Spun off,retired
20,271,65,22,5548,5,22,0.0,3,,,,,6,,,,Spun off,retired
20,271,79,25,5549,14,23,0.0,3,,,,,3,,,,Spun off,retired
20,271,89,31,5550,26,24,0.0,3,,,,,32,,,,Spun off,retired
5,271,109,15,5551,15,25,0.0,0,,,,,29,,,,Engine,retired
20,271,115,33,5552,23,26,0.0,0,,,,,19,,,,Spun off,retired
81,271,92,30,5553,0,27,0.0,0,,,,,34,,,,Did not qualify,failed to qualify
81,271,108,30,5554,0,28,0.0,0,,,,,33,,,,Did not qualify,failed to qualify
22,272,105,18,5567,16,13,0.0,69,,,,,24,,,,Suspension,retired
3,272,87,25,5568,13,14,0.0,66,,,,,4,,,,Accident,retired
6,272,98,33,5569,25,15,0.0,56,,,,,20,,,,Gearbox,retired
10,272,63,32,5570,22,16,0.0,49,,,,,11,,,,Electrical,retired
5,272,101,31,5571,24,17,0.0,49,,,,,31,,,,Engine,retired
37,272,70,32,5572,14,18,0.0,40,,,,,12,,,,Throttle,retired
4,272,71,3,5573,3,19,0.0,35,,,,,0,,,,Collision,retired
4,272,30,22,5574,2,20,0.0,35,,,,,5,,,,Collision,retired
6,272,93,31,5575,26,21,0.0,21,,,,,32,,,,Gearbox,retired
20,272,79,25,5576,15,22,0.0,19,,,,,3,,,,Spun off,retired
44,272,115,33,5577,23,23,0.0,18,,,,,19,,,,Oil leak,retired
44,272,81,29,5578,21,24,0.0,17,,,,,10,,,,Oil leak,retired
20,272,56,17,5579,6,25,0.0,15,,,,,15,,,,Spun off,retired
6,272,65,22,5580,7,26,0.0,13,,,,,6,,,,Gearbox,retired
81,272,92,30,5581,0,27,0.0,0,,,,,34,,,,Did not qualify,failed to qualify
81,272,108,30,5582,0,28,0.0,0,,,,,33,,,,Did not qualify,failed to qualify
20,273,84,27,5590,12,8,0.0,57,,,,,25,,,,Spun off,retired
25,273,105,26,5591,21,9,0.0,55,,,,,21,,,,Overheating,retired
5,273,100,33,5592,19,10,0.0,51,,,,,20,,,,Engine,retired
20,273,119,22,5593,7,11,0.0,46,,,,,6,,,,Spun off,retired
20,273,30,22,5594,3,12,0.0,39,,,,,5,,,,Spun off,retired
69,273,65,32,5595,17,13,0.0,38,,,,,12,,,,Fuel system,retired
5,273,91,15,5596,10,14,0.0,33,,,,,29,,,,Engine,retired
6,273,22,17,5597,14,15,0.0,31,,,,,14,,,,Gearbox,retired
22,273,55,6,5598,5,16,0.0,30,,,,,27,,,,Suspension,retired
20,273,112,33,5599,11,17,0.0,27,,,,,19,,,,Spun off,retired
4,273,120,18,5600,24,18,0.0,21,,,,,24,,,,Collision,retired
4,273,88,29,5601,20,19,0.0,21,,,,,10,,,,Collision,retired
6,273,69,26,5602,26,20,0.0,20,,,,,22,,,,Gearbox,retired
4,273,71,3,5603,4,21,0.0,16,,,,,0,,,,Collision,retired
4,273,70,32,5604,16,22,0.0,16,,,,,11,,,,Collision,retired
4,273,121,1,5605,9,23,0.0,4,,,,,7,,,,Collision,retired
20,273,122,17,5606,18,24,0.0,2,,,,,15,,,,Spun off,retired
7,273,79,25,5607,21,25,0.0,1,,,,,3,,,,Transmission,retired
7,273,110,25,5608,23,26,0.0,0,,,,,4,,,,Transmission,retired
5,274,91,15,5621,8,13,0.0,61,,,,,29,,,,Engine,retired
10,274,109,15,5622,7,14,0.0,52,,,,,30,,,,Electrical,retired
69,274,110,25,5623,23,15,0.0,48,,,,,4,,,,Fuel system,retired
4,274,117,3,5624,1,16,0.0,29,,,,,2,,,,Collision,retired
4,274,104,18,5625,20,17,0.0,28,,,,,23,,,,Collision,retired
20,274,88,29,5626,19,18,0.0,27,,,,,10,,,,Spun off,retired
20,274,79,25,5627,22,19,0.0,26,,,,,3,,,,Spun off,retired
6,274,22,17,5628,14,20,0.0,13,,,,,14,,,,Gearbox,retired
22,274,119,22,5629,6,21,0.0,3,,,,,6,,,,Suspension,retired
4,274,121,1,5630,5,22,0.0,0,,,,,7,,,,Collision,retired
4,274,77,6,5631,13,23,0.0,0,,,,,28,,,,Collision,retired
4,274,84,27,5632,16,24,0.0,0,,,,,25,,,,Collision,retired
4,274,120,18,5633,24,25,0.0,0,,,,,24,,,,Collision,retired
81,274,122,17,5634,26,26,0.0,0,,,,,15,,,,Did not qualify,failed to qualify
6,275,118,29,5646,14,12,0.0,66,,,,,9,,,,Gearbox,retired
37,275,123,17,5647,19,13,0.0,61,,,,,15,,,,Throttle,retired
6,275,110,25,5648,25,14,0.0,55,,,,,4,,,,Gearbox,retired
6,275,55,6,5649,9,15,0.0,36,,,,,27,,,,Gearbox,retired
6,275,88,29,5650,23,16,0.0,29,,,,,10,,,,Gearbox,retired
4,275,112,33,5651,15,17,0.0,27,,,,,19,,,,Collision,retired
20,275,30,22,5652,3,18,0.0,22,,,,,5,,,,Spun off,retired
20,275,87,27,5653,21,19,0.0,20,,,,,26,,,,Spun off,retired
22,275,77,6,5654,8,20,0.0,19,,,,,28,,,,Suspension,retired
64,275,109,15,5655,7,21,0.0,13,,,,,30,,,,Handling,retired
8,275,79,25,5656,18,22,0.0,11,,,,,3,,,,Clutch,retired
20,275,84,27,5657,22,23,0.0,7,,,,,25,,,,Spun off,retired
4,275,91,15,5658,5,24,0.0,0,,,,,29,,,,Collision,retired
4,275,121,1,5659,6,25,0.0,0,,,,,7,,,,Collision,retired
81,275,69,26,5660,0,26,0.0,0,,,,,22,,,,Did not qualify,failed to qualify
20,276,70,32,5670,20,10,0.0,53,,,,,11,,,,Spun off,retired
5,276,91,15,5671,5,11,0.0,48,,,,,29,,,,Engine,retired
9,276,102,1,5672,4,12,0.0,42,,,,,8,,,,Hydraulics,retired
8,276,55,6,5673,9,13,0.0,40,,,,,27,,,,Clutch,retired
38,276,104,18,5674,23,14,0.0,36,,,,,23,,,,Steering,retired
20,276,121,1,5675,6,15,0.0,32,,,,,7,,,,Spun off,retired
20,276,118,29,5676,15,16,0.0,29,,,,,9,,,,Spun off,retired
5,276,79,25,5677,22,17,0.0,22,,,,,3,,,,Engine,retired
23,276,71,3,5678,2,18,0.0,20,,,,,0,,,,Brakes,retired
5,276,100,33,5679,17,19,0.0,18,,,,,20,,,,Engine,retired
6,276,110,25,5680,18,20,0.0,18,,,,,4,,,,Gearbox,retired
20,276,22,17,5681,13,21,0.0,17,,,,,14,,,,Spun off,retired
6,276,77,6,5682,8,22,0.0,8,,,,,28,,,,Gearbox,retired
6,276,123,17,5683,19,23,0.0,1,,,,,15,,,,Gearbox,retired
20,276,87,27,5684,7,24,0.0,0,,,,,26,,,,Spun off,retired
20,276,119,22,5685,11,25,0.0,0,,,,,6,,,,Spun off,retired
81,276,105,26,5686,0,26,0.0,0,,,,,21,,,,Did not qualify,failed to qualify
5,277,109,15,5701,9,15,0.0,53,,,,,30,,,,Engine,retired
25,277,69,26,5702,22,16,0.0,43,,,,,22,,,,Overheating,retired
69,277,91,15,5703,6,17,0.0,42,,,,,29,,,,Fuel system,retired
2,277,110,25,5704,24,18,0.0,42,,,,,4,,,,Disqualified,disqualified
5,277,71,3,5705,2,19,0.0,41,,,,,0,,,,Engine,retired
5,277,55,6,5706,8,20,0.0,40,,,,,27,,,,Engine,retired
20,277,120,18,5707,25,21,0.0,37,,,,,24,,,,Spun off,retired
7,277,112,33,5708,13,22,0.0,26,,,,,19,,,,Transmission,retired
27,277,84,27,5709,18,23,0.0,11,,,,,25,,,,Tyre,retired
20,277,79,25,5710,23,24,0.0,11,,,,,3,,,,Spun off,retired
22,277,65,32,5711,10,25,0.0,2,,,,,12,,,,Suspension,retired
81,277,105,26,5712,0,26,0.0,0,,,,,21,,,,Did not qualify,failed to qualify
6,278,65,32,5727,14,15,0.0,61,,,,,12,,,,Gearbox,retired
5,278,119,22,5728,6,16,0.0,53,,,,,6,,,,Engine,retired
5,278,100,33,5729,10,17,0.0,51,,,,,20,,,,Engine,retired
20,278,88,29,5730,18,18,0.0,46,,,,,10,,,,Spun off,retired
37,278,118,29,5731,12,19,0.0,43,,,,,9,,,,Throttle,retired
9,278,30,22,5732,2,20,0.0,32,,,,,5,,,,Hydraulics,retired
5,278,79,25,5733,22,21,0.0,31,,,,,3,,,,Engine,retired
6,278,105,26,5734,24,22,0.0,28,,,,,21,,,,Gearbox,retired
3,278,109,15,5735,11,23,0.0,23,,,,,30,,,,Accident,retired
22,278,123,17,5736,23,24,0.0,12,,,,,15,,,,Suspension,retired
20,278,87,27,5737,21,25,0.0,3,,,,,26,,,,Spun off,retired
81,278,69,26,5738,0,26,0.0,0,,,,,22,,,,Did not qualify,failed to qualify
68,279,119,22,5757,4,19,0.0,52,,,,,6,,,,Physical,retired
20,279,110,25,5758,19,20,0.0,45,,,,,4,,,,Spun off,retired
6,279,120,18,5759,23,21,0.0,33,,,,,24,,,,Gearbox,retired
5,279,55,6,5760,6,22,0.0,33,,,,,27,,,,Engine,retired
20,279,87,27,5761,10,23,0.0,13,,,,,26,,,,Spun off,retired
10,279,22,17,5762,14,24,0.0,10,,,,,14,,,,Electrical,retired
5,279,112,33,5763,15,25,0.0,8,,,,,19,,,,Engine,retired
81,279,105,26,5764,0,26,0.0,0,,,,,21,,,,Did not qualify,failed to qualify
5,280,55,6,5781,6,17,0.0,47,,,,,27,,,,Engine,retired
22,280,69,26,5782,22,18,0.0,28,,,,,22,,,,Suspension,retired
6,280,91,15,5783,11,19,0.0,25,,,,,29,,,,Gearbox,retired
6,280,109,15,5784,18,20,0.0,22,,,,,30,,,,Gearbox,retired
20,280,87,27,5785,4,21,0.0,20,,,,,26,,,,Spun off,retired
20,280,65,32,5786,19,22,0.0,16,,,,,12,,,,Spun off,retired
6,280,120,18,5787,24,23,0.0,16,,,,,24,,,,Gearbox,retired
6,280,79,25,5788,24,24,0.0,16,,,,,3,,,,Gearbox,retired
22,280,70,32,5789,17,25,0.0,9,,,,,11,,,,Suspension,retired
81,280,105,26,5790,0,26,0.0,0,,,,,21,,,,Did not qualify,failed to qualify
62,281,110,25,5805,21,15,0.0,43,,,,,4,,,,Not classified,not classified
5,281,71,3,5806,2,16,0.0,41,,,,,0,,,,Engine,retired
22,281,70,32,5807,14,17,0.0,41,,,,,11,,,,Suspension,retired
67,281,123,17,5808,23,18,0.0,41,,,,,15,,,,Wheel bearing,retired
10,281,69,26,5809,25,19,0.0,32,,,,,22,,,,Electrical,retired
68,281,94,18,5810,20,20,0.0,31,,,,,24,,,,Physical,retired
20,281,91,15,5811,18,21,0.0,24,,,,,29,,,,Spun off,retired
22,281,77,6,5812,13,22,0.0,10,,,,,28,,,,Suspension,retired
20,281,88,29,5813,10,23,0.0,8,,,,,10,,,,Spun off,retired
20,281,121,1,5814,11,24,0.0,0,,,,,7,,,,Spun off,retired
86,281,100,33,5815,17,25,0.0,0,,,,,20,,,,Halfshaft,retired
81,281,105,26,5816,0,26,0.0,0,,,,,21,,,,Did not qualify,failed to qualify
67,282,22,17,5834,17,18,0.0,34,,,,,14,,,,Wheel bearing,retired
86,282,79,25,5835,21,19,0.0,28,,,,,3,,,,Halfshaft,retired
20,282,109,15,5836,18,20,0.0,22,,,,,30,,,,Spun off,retired
20,282,70,32,5837,15,21,0.0,19,,,,,11,,,,Spun off,retired
4,282,88,29,5838,8,22,0.0,9,,,,,10,,,,Collision,retired
4,282,121,1,5839,12,23,0.0,4,,,,,7,,,,Collision,retired
22,282,69,26,5840,25,24,0.0,4,,,,,22,,,,Suspension,retired
6,282,110,25,5841,19,25,0.0,1,,,,,4,,,,Gearbox,retired
6,282,100,33,5842,16,26,0.0,0,,,,,20,,,,Gearbox,retired
3,283,94,18,5855,7,13,0.0,59,,,,,24,,,,Accident,retired
5,283,100,33,5856,18,14,0.0,54,,,,,20,,,,Engine,retired
6,283,70,32,5857,21,15,0.0,45,,,,,11,,,,Gearbox,retired
20,283,88,29,5858,10,16,0.0,41,,,,,10,,,,Spun off,retired
25,283,105,26,5859,25,17,0.0,39,,,,,21,,,,Overheating,retired
20,283,65,32,5860,20,18,0.0,38,,,,,12,,,,Spun off,retired
20,283,69,26,5861,26,19,0.0,37,,,,,22,,,,Spun off,retired
48,283,30,22,5862,3,20,0.0,26,,,,,5,,,,Fuel pump,retired
22,283,104,18,5863,14,21,0.0,22,,,,,23,,,,Suspension,retired
20,283,55,6,5864,8,22,0.0,22,,,,,27,,,,Spun off,retired
5,283,109,15,5865,15,23,0.0,18,,,,,30,,,,Engine,retired
37,283,102,1,5866,4,24,0.0,17,,,,,8,,,,Throttle,retired
37,283,121,1,5867,11,25,0.0,15,,,,,7,,,,Throttle,retired
3,283,22,17,5868,16,26,0.0,0,,,,,14,,,,Accident,retired
48,284,100,33,5884,19,16,0.0,37,,,,,20,,,,Fuel pump,retired
5,284,118,29,5885,7,17,0.0,28,,,,,9,,,,Engine,retired
5,284,91,15,5886,12,18,0.0,27,,,,,29,,,,Engine,retired
5,284,110,25,5887,17,19,0.0,24,,,,,4,,,,Engine,retired
20,284,104,18,5888,22,20,0.0,15,,,,,23,,,,Spun off,retired
20,284,94,18,5889,21,21,0.0,15,,,,,24,,,,Spun off,retired
6,284,88,29,5890,6,22,0.0,14,,,,,10,,,,Gearbox,retired
67,284,22,17,5891,12,23,0.0,11,,,,,14,,,,Wheel bearing,retired
22,284,55,6,5892,4,24,0.0,4,,,,,27,,,,Suspension,retired
6,284,123,17,5893,20,25,0.0,0,,,,,15,,,,Gearbox,retired
82,284,70,32,5894,26,26,0.0,0,,,,,11,,,,Injury,withdrew
22,285,105,26,5909,21,15,0.0,23,,,,,21,,,,Suspension,retired
5,285,30,22,5910,5,16,0.0,21,,,,,5,,,,Engine,retired
20,285,87,27,5911,14,17,0.0,20,,,,,26,,,,Spun off,retired
22,285,77,6,5912,6,18,0.0,15,,,,,28,,,,Suspension,retired
20,285,65,32,5913,7,19,0.0,14,,,,,12,,,,Spun off,retired
4,285,84,27,5914,12,20,0.0,8,,,,,25,,,,Collision,retired
4,285,102,1,5915,4,21,0.0,8,,,,,8,,,,Collision,retired
4,285,88,29,5916,8,22,0.0,0,,,,,10,,,,Collision,retired
4,285,118,29,5917,11,23,0.0,0,,,,,9,,,,Collision,retired
4,285,109,15,5918,13,24,0.0,0,,,,,30,,,,Collision,retired
4,285,22,17,5919,19,25,0.0,0,,,,,14,,,,Collision,retired
4,285,124,17,5920,23,26,0.0,0,,,,,15,,,,Collision,retired
20,286,83,32,5937,18,17,0.0,61,,,,,11,,,,Spun off,retired
